Galaxy	Vflat	e_Vflat	Vobs	Quality	Dist_Mpc	Inc_deg
UGC00108	85.72937543023616	9.765996138716364	74.10166191885857	C	16.732543268840594	54.085474653986026
UGC00109	214.73800233217912	13.588110999761263	210.11389325785004	A	15.118145495931401	75.33917622899006
UGC00110	205.17590274666998	15.711366387308853	108.90630786755216	A	37.239733669147355	74.65837033600698
UGC00111	242.5292192858641	11.334800430431187	133.4370041501235	C	47.652744774020476	60.23917828717309
UGC00112	210.89411950555632	17.043866103571553	145.90797123525687	C	40.03078618628759	65.07280557326187
UGC00113	175.0818829024145	18.530154626312694	165.88049737176675	B	27.310081537050166	42.03624141088095
UGC00114	234.6997471678613	14.28408125301627	173.49480035966735	B	17.47034389150035	56.53240976993381
UGC00115	104.50299028188023	17.4526115502603	158.82538229340028	A	8.096875986421285	54.51587724533254
UGC00116	93.50977932321692	18.743943773274236	217.72934926453962	A	24.64672178683689	57.369170994414525
UGC00117	198.74933198584657	5.985118358896785	223.88258000030334	B	11.935935577470405	31.952519213894387
UGC00118	123.07771638540441	13.91569602950166	110.45640137197486	B	12.551641847074478	74.24746551638754
UGC00119	121.39890372693051	6.208647223128445	195.41384665617693	A	10.337910343387595	54.346536112369435
UGC00120	232.94744260084937	13.253553083216229	180.88653349341774	A	9.002734897693784	55.2879336214091
UGC00121	195.0203976334251	14.7004257941718	231.7386278217926	A	6.069817322633132	53.994929148706134
UGC00122	120.82318561850421	15.380898750582974	223.5034787071681	B	28.286948038629784	42.69235519986043
UGC00123	133.76559764559494	16.63705637444742	72.45612277786643	C	31.438893678455432	31.256263717802597
UGC00124	92.77313614684958	14.198462935921196	125.44321142288919	A	8.704267445972288	69.39752822726564
UGC00125	226.40673427772924	15.339492630454894	109.86742760242629	C	33.98763118866483	74.06147626789468
UGC00126	132.27847122347885	10.973702989297054	165.72189819962125	A	49.371836055643584	37.67577542031877
UGC00127	152.61088013138823	17.281843931853004	162.34492458221072	A	6.5331861989381235	79.69149396838492
UGC00128	228.2587465744104	15.414553229664318	186.14842276776136	A	31.176299685010395	59.828836526339146
UGC00129	187.96172344135454	5.84437577523211	129.9618189107233	B	23.110039632464254	41.282049624162454
UGC00130	151.4877405481461	12.562125536806807	86.96387300055714	C	15.969445488347644	64.36282586997679
UGC00131	98.44889811593012	18.93883143103799	217.24134315430447	C	10.196615024572397	84.2747063652857
UGC00132	84.48323577661898	7.366822937694205	217.93148083874806	A	23.367356789564894	33.34655467914229
UGC00133	92.24402593709503	5.342124746126066	103.89615596767288	B	36.958250207435015	82.84839750392605
UGC00134	111.02665389618305	12.54982615966446	220.29803082578388	C	42.72038675769845	43.96109403536942
UGC00135	223.9152634422068	12.321436558289431	138.99560996923555	A	49.16535544356205	30.469959906851113
UGC00136	144.71442409453152	6.511387400118208	180.10115303370162	A	36.37186386452646	33.214219244474535
UGC00137	131.3439125655578	18.258077935047208	149.73012004859487	B	16.85517261325464	32.82374720216785
UGC00138	187.064420392304	9.221814699236663	111.51925154193364	B	25.546939482237338	66.07667440093901
UGC00139	126.49972011643544	10.803462364674125	106.96600405802039	A	39.84898915859737	62.84794745061086
UGC00140	130.32167849259665	8.747323590509627	216.32667483446127	A	35.973264243385785	40.106922353880265
UGC00141	236.54032589614621	9.162209370829588	88.80472416180619	B	12.033465322166396	77.89830554161937
UGC00142	157.1636133918676	5.275598609174371	116.16658877009007	C	8.06694510605903	49.86352427051024
UGC00143	83.81203862393485	15.105909384905875	92.98043466572344	A	35.333539883452914	55.64652971641894
UGC00144	82.67025357256435	6.741057788392269	153.31380751818367	A	6.8271253268338	59.450424403557406
UGC00145	144.09482718756004	11.074867171212155	213.8032302538427	C	40.522606120882564	67.2770234522769
UGC00146	171.20000271635456	9.985787510550791	98.76822825523541	C	19.54761574338651	68.8151916752943
UGC00147	144.69305863995442	8.701971820678388	115.37743922294908	C	36.84827684313152	70.85960334823599
UGC00148	180.26674516739718	17.995938355806615	156.5608728768306	C	13.482369711623502	30.273651522948008
UGC00149	169.92417524247173	16.048784812962623	141.3494365499785	C	28.487689553157523	53.513108559531005
UGC00150	139.17631262149376	19.75262128445792	158.5369932740034	A	31.7674548638727	54.50833118580721
UGC00151	170.34831329637112	9.063847989927467	154.56449001675713	C	41.55679100038932	67.01373925843392
UGC00152	84.03324971190331	9.347863287867195	151.9015983925632	B	33.98348813890324	30.42949030786397
UGC00153	113.38517197021403	9.415773746365215	77.82092826154441	C	9.343076076350659	66.29415106059786
UGC00154	180.446822216645	5.011911605081075	216.62040745087936	B	36.27618721104268	78.7767768080854
UGC00155	214.98906571550592	13.730822924562718	196.2600457483153	B	10.636421935307176	40.18261754374857
UGC00156	221.90135809608745	12.925569725371803	131.3099857321601	C	8.21915225329073	35.146559263641336
UGC00157	185.3246736820391	17.626723931063125	171.9007579279081	C	40.069836603864516	58.52431187755658
UGC00158	213.92716508159168	10.308486676604815	98.09158198820408	B	42.22385520529056	58.737573448155416
UGC00159	219.56158780507658	15.280355273046489	85.63726706769201	B	39.56530708370286	30.698912440691117
UGC00160	200.3377965468814	8.294876518351519	207.92978514545257	C	45.85224129135367	48.91025009393036
UGC00161	121.8548031971678	13.807578905271685	116.45008530506561	B	28.90801536148587	82.67902732988577
UGC00162	148.68228454304278	10.78223155089581	174.58673603608997	A	9.388009259298244	84.13822652552042
UGC00163	188.41699987155238	17.238135710022696	211.6488617146738	C	16.76428656518688	55.25378381304998
UGC00164	181.60993533798387	8.585923634873613	132.46715827468898	B	11.208444280061503	37.541252664734714
UGC00165	236.55501916159383	11.622046837279546	165.13957270386368	C	31.389203888027094	74.68407710099135
UGC00166	200.69004125468115	18.970230113564504	101.5810763323304	B	44.981719472603885	56.90531935855985
UGC00167	206.90206255220053	9.547931747477328	80.23891761211345	A	40.84423832774417	58.703682963970365
UGC00168	201.9664518558605	15.95637105114062	127.39028418820998	C	29.685506282751987	46.81950704317144
UGC00169	233.36034117546	16.845464146125543	138.7884208450974	B	25.19735920704872	65.75194061551046
UGC00170	234.59051910654236	19.278828418282465	186.2297849045651	B	14.955538762969862	70.07315690021491
UGC00171	155.2976923448453	7.575763720401799	220.68827942521477	B	23.505734652843817	76.60589499341236
UGC00172	119.33596770083352	17.94390928055533	101.71471559106612	A	14.559132707983904	77.77664847020787
UGC00173	215.09502048745605	18.991371346471713	77.7168209783771	C	43.391048480325544	67.99244499851446
UGC00174	172.83572752983991	9.643156744249051	92.17434294402938	C	13.064520963048007	78.55042125787861
UGC00175	120.54499363858685	11.750033834214863	94.97379407056378	A	26.177835596299833	84.38757180237373
