galaxy,r_kpc,v_hinge,residual_scm,residual_bary,improvement
G0004,1.263157894736842,2.1626922102932626,0.04669624231529568,0.04777701144698554,0.0010807691316898627
G0004,2.026315789473684,2.739172985469577,0.057434442708713895,0.05916687556684952,0.001732432858135624
G0004,2.7894736842105265,3.213860558921229,0.02460830261638325,0.026991422837117085,0.0023831202207338364
G0004,3.5526315789473686,3.6269450974687545,0.015347497031783952,0.018380331172594744,0.0030328341408107917
G0004,4.315789473684211,3.997569485064117,0.09899521444061588,0.10267679196721247,0.003681577526596591
G0004,5.078947368421053,4.336633813890556,0.09627160098552512,0.10060095425883642,0.004329353273311298
G0004,5.842105263157895,4.6510454613605,0.1252221404376952,0.13019830470093208,0.004976164263236882
G0004,6.605263157894737,4.945508561463145,0.03669262034258036,0.04231463370838018,0.005622013365799816
G0004,7.36842105263158,5.2233979342348045,0.13987746837364146,0.14614437181128093,0.0062669034376394706
G0004,8.131578947368421,5.487232182733986,0.05623853436792814,0.06314937169061707,0.006910837322688934
G0004,8.894736842105264,5.738950084736296,0.13398497958168853,0.14153879743394704,0.007553817852258504
G0004,9.657894736842106,5.980081865907682,0.04852315958683562,0.05671900743192104,0.008195847845085424
G0004,10.421052631578949,6.2118604436047224,0.03434031753538669,0.043177247642827155,0.008836930107440466
G0004,11.18421052631579,6.435296513656866,0.07702479261773298,0.08650186005091243,0.009477067433179442
G0004,11.947368421052632,6.651230883569399,0.10928330766951966,0.11939957027333392,0.010116262603814263
G0004,12.710526315789474,6.860371951608056,0.07193104456649912,0.0826855629551062,0.010754518388607082
G0004,13.473684210526317,7.063323181213903,0.038520304461398425,0.049912142006014903,0.011391837544616479
G0004,14.23684210526316,7.260603653287848,0.003399289799656202,0.015427512616444261,0.012028222816788059
G0004,15.0,7.452663715612022,-4.777178685699823e-05,0.012615905151163176,0.012568133364306178
G0005,0.5,1.3606640101803236,0.0968853840954802,0.0972823986584963,0.00039701456301610705
G0005,1.263157894736842,2.1626922102932626,0.11667172791443203,0.11767401320639337,0.0010022852919613356
G0005,2.026315789473684,2.739172985469577,0.06694959684904767,0.06855631048567545,0.0016067136366277879
G0005,2.7894736842105265,3.213860558921229,0.025551635740330703,0.027761937678860704,0.0022103019385300016
G0005,3.5526315789473686,3.6269450974687545,0.1100194589043193,0.11283251143375317,0.002813052529433868
G0005,4.315789473684211,3.997569485064117,0.01483945336289505,0.018254421094304085,0.0034149677314090354
G0005,5.078947368421053,4.336633813890556,0.04017125555945178,0.04418730541633664,0.004016049856884862
G0005,5.842105263157895,4.6510454613605,0.09766490641648584,0.10228120762518689,0.004616301208701046
G0005,6.605263157894737,4.945508561463145,-0.03316490647971371,-0.027949182399549244,-0.005215724080164463
G0005,7.36842105263158,5.2233979342348045,0.08652647746250786,0.09234079821760233,0.005814320755094471
G0005,8.131578947368421,5.487232182733986,0.043673976754266874,0.050086070262153726,0.006412093507886851
G0005,8.894736842105264,5.738950084736296,0.0734449959200596,0.08045404052361071,0.007009044603551118
G0005,9.657894736842106,5.980081865907682,0.06482191283918937,0.0724270891369656,0.007605176297776239
G0005,10.421052631578949,6.2118604436047224,0.07625417224660502,0.08445466308357652,0.008200490836971497
G0005,11.18421052631579,6.435296513656866,0.09656212682731535,0.10535711728563513,0.008794990458319774
G0005,11.947368421052632,6.651230883569399,0.03275606353734695,0.04214474092717957,0.009388677389832623
G0005,12.710526315789474,6.860371951608056,0.1253582107149569,0.13533976456535335,0.009981553850396452
G0005,13.473684210526317,7.063323181213903,0.09612230721899806,0.10669592926881855,0.010573622049820486
G0005,14.23684210526316,7.260603653287848,0.10044711563402053,0.11161199982291059,0.011164884188890056
G0005,15.0,7.452663715612022,0.11313663218960102,0.12489197464901203,0.011755342459411011
G0006,0.5,1.3606640101803236,0.10890004722657487,0.10926922183695531,0.0003691746103804405
G0006,1.263157894736842,2.1626922102932626,0.11069437148818739,0.11162641879313462,0.0009320473049472255
G0006,2.026315789473684,2.739172985469577,0.07750361108518877,0.07899780251081445,0.0014941914256256794
G0006,2.7894736842105265,3.213860558921229,0.00938009579515775,0.011435704651243661,0.002055608856085911
G0006,3.5526315789473686,3.6269450974687545,0.0672198764438523,0.06983617791655572,0.0026163014727034195
G0006,4.315789473684211,3.997569485064117,0.038465231114910736,0.0416415022595098,0.0031762711445990632
G0006,5.078947368421053,4.336633813890556,0.007888727404194995,0.011624247137862476,0.0037355197336674806
G0006,5.842105263157895,4.6510454613605,0.08257950941824266,0.08687355851286771,0.004294049094625052
G0006,6.605263157894737,4.945508561463145,0.04581959329422247,0.050671454369259905,0.004851861075037434
G0006,7.36842105263158,5.2233979342348045,0.024395669627892858,0.029804627143256823,0.005408957515363966
G0006,8.131578947368421,5.487232182733986,0.02323484154723765,0.029200181796223745,0.005965340248986095
G0006,8.894736842105264,5.738950084736296,0.08077966509734047,0.08730067619959492,0.006521011102254448
G0006,9.657894736842106,5.980081865907682,0.08408392800945563,0.091159899903964,0.0070759718945083705
G0006,10.421052631578949,6.2118604436047224,0.12370530033823535,0.13133552477636634,0.007630224438130995
G0006,11.18421052631579,6.435296513656866,0.0669327152146284,0.07511648575320251,0.008183770538574109
G0006,11.947368421052632,6.651230883569399,0.11109181707647409,0.11982842907086244,0.008736611994388355
G0006,12.710526315789474,6.860371951608056,0.12529172775274944,0.13458047835001885,0.009288750597269413
G0006,13.473684210526317,7.063323181213903,0.11444836873139508,0.12428855686348506,0.009840188132089978
G0006,14.23684210526316,7.260603653287848,-0.04399395589024557,-0.03360302951331917,-0.010390926376926402
G0006,15.0,7.452663715612022,0.11656617730935537,0.1275071444124567,0.010940967103101329
G0007,0.5,1.3606640101803236,0.09000277099361309,0.09034693436916807,0.00034416337555498444
G0007,1.263157894736842,2.1626922102932626,0.09306420388543568,0.09393314398548558,0.0008689401000498975
G0007,2.026315789473684,2.739172985469577,0.09030257509014294,0.09169565856959494,0.0013930834794519953
G0007,2.7894736842105265,3.213860558921229,0.09027052994586171,0.09218712498653048,0.001916595040668767
G0007,3.5526315789473686,3.6269450974687545,0.08704415541873356,0.08948363172382123,0.0024394763050876733
G0007,4.315789473684211,3.997569485064117,0.05703056058572198,0.05999228937433809,0.0029617287886161137
G0007,5.078947368421053,4.336633813890556,-0.014543418743108383,-0.011060064741416298,-0.003483354001692085
G0007,5.842105263157895,4.6510454613605,0.06697386925943238,0.07097822270875298,0.004004353449320597
G0007,6.605263157894737,4.945508561463145,0.03557015156060572,0.04009488019170426,0.00452472863109854
G0007,7.36842105263158,5.2233979342348045,0.11636472965172562,0.12140921069296073,0.005044481041235116
G0007,8.131578947368421,5.487232182733986,0.05752525716751933,0.06308886933610225,0.005563612168582921
G0007,8.894736842105264,5.738950084736296,0.0732568762343826,0.07933899973104364,0.0060821234966610405
G0007,9.657894736842106,5.980081865907682,0.03141667696360351,0.038016693467287865,0.006600016503684358
G0007,10.421052631578949,6.2118604436047224,0.04613990862202755,0.05325720128460887,0.00711729266258132
G0007,11.18421052631579,6.435296513656866,0.06758628323180815,0.07522023667283406,0.007633953441025909
G0007,11.947368421052632,6.651230883569399,0.0005410956985976156,0.008691096000060128,0.008150000301462512
G0007,12.710526315789474,6.860371951608056,0.08001721937093542,0.08868265407205733,0.00866543470112191
G0007,13.473684210526317,7.063323181213903,0.06192207878745393,0.07110233687951428,0.009180258092060356
G0007,14.23684210526316,7.260603653287848,0.012942007488543794,0.022636479409715804,0.00969447192117201
G0007,15.0,7.452663715612022,-0.04543427105828535,-0.03522619342806976,-0.010208077630215584
G0008,0.5,1.3606640101803236,0.09739996896898617,0.09772157868758313,0.0003216097185969602
G0008,1.263157894736842,2.1626922102932626,0.06188794959302779,0.06269997858930942,0.0008120289962816329
G0008,2.026315789473684,2.739172985469577,0.051090643727630614,0.052392538828998525,0.0013018951013679114
G0008,2.7894736842105265,3.213860558921229,0.06361269656624291,0.06540390584660472,0.0017912092803618052
G0008,3.5526315789473686,3.6269450974687545,0.14895023725878787,0.151230210034349,0.0022799727755611343
G0008,4.315789473684211,3.997569485064117,0.07078728976143811,0.07355547658650963,0.002768186825071517
G0008,5.078947368421053,4.336633813890556,0.07621885385374849,0.07947470651657973,0.003255852662831238
G0008,5.842105263157895,4.6510454613605,0.004868222975562553,0.008611194494186236,0.0037429715186236834
G0008,6.605263157894737,4.945508561463145,0.14024050576907232,0.14447005038717275,0.004229544618100434
G0008,7.36842105263158,5.2233979342348045,0.10996449426757593,0.11468006745037407,0.004715573182798138
G0008,8.131578947368421,5.487232182733986,0.11566265777257012,0.1208637162027264,0.00520105843015628
G0008,8.894736842105264,5.738950084736296,0.0721029376543898,0.07778893922792651,0.005686001573536714
G0008,9.657894736842106,5.980081865907682,0.10847506491983072,0.11464546874206949,0.006170403822238768
G0008,10.421052631578949,6.2118604436047224,0.08502917541095556,0.0916834417924779,0.0066542663815223335
G0008,11.18421052631579,6.435296513656866,0.09481379449646354,0.10195138494909095,0.007137590452627407
G0008,11.947368421052632,6.651230883569399,0.06146569211758113,0.069086069350357,0.007620377232775866
G0008,12.710526315789474,6.860371951608056,0.0011269561568898467,0.009229584072103947,0.0081026279152141
G0008,13.473684210526317,7.063323181213903,0.1107078933535206,0.11929223704273006,0.008584343689209462
G0008,14.23684210526316,7.260603653287848,-0.02172664209264319,-0.012661116352564505,-0.009065525740078684
G0008,15.0,7.452663715612022,0.05569150010333246,0.06523767535254166,0.009546175249209199
G0009,0.5,1.3606640101803236,0.06649177342873536,0.06679297587218347,0.000301202443448112
G0009,1.263157894736842,2.1626922102932626,0.02844610933065539,0.02920663944709201,0.0007605301164366196
G0009,2.026315789473684,2.739172985469577,0.10072923383263799,0.10194860633147673,0.0012193724988387444
G0009,2.7894736842105265,3.213860558921229,0.0652991975201207,0.06697692813513534,0.0016777306150146387
G0009,3.5526315789473686,3.6269450974687545,0.05440216175314738,0.05653776723923354,0.002135605486086156
G0009,4.315789473684211,3.997569485064117,0.09541602648727121,0.09800902461721606,0.0025929981299448457
G0009,5.078947368421053,4.336633813890556,0.051722938630185844,0.05477284819145822,0.0030499095612723792
G0009,5.842105263157895,4.6510454613605,0.13053481806916167,0.134041158860712,0.003506340791550322
G0009,6.605263157894737,4.945508561463145,0.08688964948546385,0.09085194231453997,0.0039622928290761195
G0009,7.36842105263158,5.2233979342348045,0.05045500177081852,0.05487276844978961,0.004417766678971091
G0009,8.131578947368421,5.487232182733986,-0.01798140692509076,-0.013108643581890789,-0.004872763343199971
G0009,8.894736842105264,5.738950084736296,0.011656740491528872,0.0169840243121131,0.005327283820584228
G0009,9.657894736842106,5.980081865907682,0.11590230795518242,0.12168363706198715,0.0057813291068047334
G0009,10.421052631578949,6.2118604436047224,0.06728561069225769,0.07352051088669143,0.0062349001944337346
G0009,11.18421052631579,6.435296513656866,0.05664917641123246,0.06333717448415577,0.006687998072923307
G0009,11.947368421052632,6.651230883569399,0.1371654041422916,0.1443060278709387,0.0071406237286471
G0009,12.710526315789474,6.860371951608056,0.010556990846106729,0.018149768990992854,0.007592778144886125
G0009,13.473684210526317,7.063323181213903,0.04186190940753853,0.049906371709395714,0.00804446230185718
G0009,14.23684210526316,7.260603653287848,0.046454726998451434,0.05495040417517494,0.008495677176723504
G0009,15.0,7.452663715612022,0.09187275511905924,0.1008191788626629,0.00894642374360366
G0010,0.5,1.3606640101803236,0.046132487474692674,0.04641516493790032,0.00028267746320764786
G0010,1.263157894736842,2.1626922102932626,0.04794973267895486,0.04866351079740827,0.000713778118453412
G0010,2.026315789473684,2.739172985469577,0.0019090898199172202,0.003053541087628453,0.0011444512677112328
G0010,2.7894736842105265,3.213860558921229,0.10525765708525814,0.1068323548432808,0.0015746977580226584
G0010,3.5526315789473686,3.6269450974687545,0.10803949877264696,0.11004401720656087,0.0020045184339139155
G0010,4.315789473684211,3.997569485064117,0.0523479339467352,0.05478184808414621,0.0024339141374110085
G0010,5.078947368421053,4.336633813890556,0.07992306982227593,0.08278595553031387,0.0028628857080379433
G0010,5.842105263157895,4.6510454613605,0.014394300419752426,0.017685734402592246,0.00329143398283982
G0010,6.605263157894737,4.945508561463145,0.05126529481822395,0.05498485461460678,0.003719559796382832
G0010,7.36842105263158,5.2233979342348045,0.12944589981011223,0.13359316379087893,0.004147263980766702
G0010,8.131578947368421,5.487232182733986,0.07702125366565227,0.08159580103129116,0.004574547365638892
G0010,8.894736842105264,5.738950084736296,0.16567289232015092,0.1706743030983464,0.005001410778195492
G0010,9.657894736842106,5.980081865907682,0.035414807974501805,0.04084266301770345,0.005427855043201646
G0010,10.421052631578949,6.2118604436047224,0.09470987485044269,0.10056375583343424,0.005853880982991555
G0010,11.18421052631579,6.435296513656866,0.060909030777631656,0.06718852019511345,0.006279489417481798
G0010,11.947368421052632,6.651230883569399,0.09324829975826532,0.09995298092244553,0.006704681164180215
G0010,12.710526315789474,6.860371951608056,0.06827830355981845,0.0754077605980168,0.007129457038198339
G0010,13.473684210526317,7.063323181213903,0.043446180620344776,0.050999998472601504,0.007553817852256728
G0010,14.23684210526316,7.260603653287848,0.029221389748471438,0.037199154165168835,0.007977764416697397
G0010,15.0,7.452663715612022,0.19120567243074582,0.19960696997023497,0.00840129753948915
G0011,0.5,1.3606640101803236,0.07208969486513972,0.07235550513998845,0.0002658102748487323
G0011,1.263157894736842,2.1626922102932626,-0.0172694510089082,-0.01659824371698182,-0.000671207291926379
G0011,2.026315789473684,2.739172985469577,0.04600960558200384,0.04708583182153614,0.0010762262395322963
G0011,2.7894736842105265,3.213860558921229,0.10319894193763446,0.10467980975981295,0.0014808678221784888
G0011,3.5526315789473686,3.6269450974687545,0.051844793367802566,0.053729926110210435,0.001885132742407869
G0011,4.315789473684211,3.997569485064117,0.13059269834912968,0.1328817200499346,0.0022890217008049163
G0011,5.078947368421053,4.336633813890556,0.11550632330541077,0.11819885870141089,0.0026925353960001175
G0011,5.842105263157895,4.6510454613605,0.0659840875076263,0.06907976203230604,0.003095674524679737
G0011,6.605263157894737,4.945508561463145,0.0514685670558892,0.05496700683747857,0.0034984397815893686
G0011,7.36842105263158,5.2233979342348045,0.027047942298897176,0.030948774158441772,0.0039008318595445957
G0011,8.131578947368421,5.487232182733986,0.04047435133973121,0.04477720278917019,0.0043028514494389825
G0011,8.894736842105264,5.738950084736296,0.004560075112635786,0.009264574352883415,0.004704499240247628
G0011,9.657894736842106,5.980081865907682,0.12140712753069227,0.12651290344972654,0.005105775919034272
G0011,10.421052631578949,6.2118604436047224,0.13668787448594877,0.14219455665691072,0.005506682170961952
G0011,11.18421052631579,6.435296513656866,0.013472013407472616,0.01937923208677006,0.0059072186792974435
G0011,11.947368421052632,6.651230883569399,0.0165152541704483,0.022822640295867558,0.0063073861254192565
G0011,12.710526315789474,6.860371951608056,-0.011401867496092066,-0.004694682307267328,-0.006707185188824738
G0011,13.473684210526317,7.063323181213903,0.025712505975727495,0.03281912252286112,0.007106616547133626
G0011,14.23684210526316,7.260603653287848,-0.07839693864873531,-0.0708912577726366,-0.007505680876098708
G0011,15.0,7.452663715612022,0.016735114295700626,0.02463949314531355,0.007904378849612925
G0012,0.5,1.3606640101803236,0.13004401379731867,0.13029442251474865,0.00025040871742998405
G0012,1.263157894736842,2.1626922102932626,0.05994505331535027,0.06057738666237622,0.0006323333470259485
G0012,2.026315789473684,2.739172985469577,0.11105016072182483,0.1120640831236841,0.0010139224018592685
G0012,2.7894736842105265,3.213860558921229,0.0528262696985804,0.05422144616969238,0.0013951764711119807
G0012,3.5526315789473686,3.6269450974687545,0.14722933296016727,0.14900542910258174,0.0017760961424144739
G0012,4.315789473684211,3.997569485064117,0.08217344105394364,0.08433012305579979,0.0021566820018561472
G0012,5.078947368421053,4.336633813890556,0.0564334353937177,0.05897037002769956,0.0025369346339818577
G0012,5.842105263157895,4.6510454613605,0.17713061338079683,0.18004746800260296,0.002916854621806131
G0012,6.605263157894737,4.945508561463145,0.05821736619210327,0.06151380873891732,0.003296442546814049
G0012,7.36842105263158,5.2233979342348045,0.0173199053104387,0.02099560429940439,0.003675698988965692
G0012,8.131578947368421,5.487232182733986,0.08039125064133223,0.08444587516803725,0.00405462452670502
G0012,8.894736842105264,5.738950084736296,0.06959955882564905,0.0740327785626107,0.004433219736961647
G0012,9.657894736842106,5.980081865907682,0.11602706742552726,0.12083855262068699,0.004811485195159726
G0012,10.421052631578949,6.2118604436047224,0.02955394518063237,0.03474336665585209,0.005189421475219724
G0012,11.18421052631579,6.435296513656866,0.10441760430306868,0.10998463345263243,0.005567029149563751
G0012,11.947368421052632,6.651230883569399,0.10604331178034876,0.11198762056947231,0.0059443087891235535
G0012,12.710526315789474,6.860371951608056,0.03990737298233071,0.04622863394567922,0.006321260963348507
G0012,13.473684210526317,7.063323181213903,0.07608393641996258,0.08278182266015932,0.006697886240196738
G0012,14.23684210526316,7.260603653287848,0.031796979999827,0.038871165185984324,0.007074185186157322
G0012,15.0,7.452663715612022,0.1646029814090033,0.17205313977525005,0.00745015836624674
G0013,0.5,1.3606640101803236,0.044353207198483346,0.04458951520997001,0.00023630801148666336
G0013,1.263157894736842,2.1626922102932626,0.05522139356447475,0.05581813450822981,0.0005967409437550586
G0013,2.026315789473684,2.739172985469577,0.027196517772136275,0.028153392762994223,0.0009568749908579477
G0013,2.7894736842105265,3.213860558921229,0.05924104969236854,0.06055776034044946,0.001316710648080921
G0013,3.5526315789473686,3.6269450974687545,0.07378972938670181,0.07546597779617592,0.0016762484094741126
G0013,4.315789473684211,3.997569485064117,0.10640625890558653,0.1084417476734556,0.002035488767869076
G0013,5.078947368421053,4.336633813890556,0.04640060256977385,0.04879503478464464,0.0023944322148707897
G0013,5.842105263157895,4.6510454613605,0.06486236358009378,0.06761544282095944,0.0027530792408656524
G0013,6.605263157894737,4.945508561463145,0.008805307238654692,0.011916737573684166,0.0031114303350294747
G0013,7.36842105263158,5.2233979342348045,0.03555365295574653,0.03902313894107223,0.0034694859853257043
G0013,8.131578947368421,5.487232182733986,0.18401847460570941,0.18784572128422194,0.0038272466785125303
G0013,8.894736842105264,5.738950084736296,0.11561929547384597,0.11980400837399241,0.004184712900146437
G0013,9.657894736842106,5.980081865907682,0.03656174050984973,0.04110362564443637,0.004541885134586643
G0013,10.421052631578949,6.2118604436047224,0.010706876727191172,0.015605640592188053,0.00489876386499688
G0013,11.18421052631579,6.435296513656866,0.027028588254459862,0.032283937827809694,0.005255349573349832
G0013,11.947368421052632,6.651230883569399,0.06916703188724149,0.07477867462767662,0.00561164274043513
G0013,12.710526315789474,6.860371951608056,0.07126046482293535,0.07722810866879382,0.005967643845858461
G0013,13.473684210526317,7.063323181213903,0.036453751787407285,0.0427771051554533,0.006323353368046014
G0013,14.23684210526316,7.260603653287848,0.011289031430234076,0.01796780321448388,0.006678771784249804
G0013,15.0,7.452663715612022,0.12836269389924482,0.13539659346979782,0.007033899570553004
G0014,0.5,1.3606640101803236,0.09489612743311593,0.09511949292124822,0.00022336548813228774
G0014,1.263157894736842,2.1626922102932626,0.05873566303819189,0.05929973346362072,0.0005640704254288309
G0014,2.026315789473684,2.739172985469577,0.06518031415335912,0.0660848224418471,0.0009045082884879818
G0014,2.7894736842105265,3.213860558921229,0.051169453971761314,0.05241413346746082,0.0012446794956995078
G0014,3.5526315789473686,3.6269450974687545,-0.06376392918710394,-0.06217934472264375,-0.0015845844644601925
G0014,4.315789473684211,3.997569485064117,0.07880571187601237,0.08072993548720575,0.0019242236111933764
G0014,5.078947368421053,4.336633813890556,0.02567393406674956,0.02793753141809585,0.0022635973513462915
G0014,5.842105263157895,4.6510454613605,0.028443057530255444,0.031045763629647283,0.0026027060993918383
G0014,6.605263157894737,4.945508561463145,0.0445186664270345,0.04746021669586753,0.0029415502688330264
G0014,7.36842105263158,5.2233979342348045,0.10367619430972841,0.10695632458193405,0.003280130272205639
G0014,8.131578947368421,5.487232182733986,0.01971899175636782,0.023337438277449607,0.003618446521081786
G0014,8.894736842105264,5.738950084736296,0.0071283086249485095,0.011084808051021078,0.003956499426072568
G0014,9.657894736842106,5.980081865907682,0.0987801550839702,0.10307444448079917,0.004294289396828965
