galaxy,rmse_base,rmse_scm,delta_rmse,delta_logL,mae_base,mae_scm,delta_mae,seed
G022,11.622480662289743,5.325124895113887,-6.297355767175856,1.8818152555097336,8.381564649032395,4.69297927866035,-3.688585370372045,43
G027,14.29259270721013,4.446718482427277,-9.845874224782852,4.665504795174132,11.84871342904598,3.572085331620972,-8.276628097425007,43
G028,10.992946889396277,5.227110718978586,-5.765836170417692,1.7114384954894748,7.817887787133529,4.183751065611449,-3.63413672152208,43
G030,9.623250174934746,5.375711218090409,-4.247538956844338,1.1022921165067627,8.111885520778955,4.466532512287568,-3.645353008491387,43
G031,12.870653748939207,5.136862058634687,-7.733791690304519,2.638885044648872,10.508347274805269,4.300495666881442,-6.207851607923827,43
G040,10.766497243700668,4.285560682782022,-6.480936560918646,2.655757139398587,8.35909487494267,3.5457210819896945,-4.813373792952976,43
G046,13.618248929088388,5.311114389262373,-8.307134539826015,2.787314313382528,10.373970767658822,4.693042417792352,-5.68092834986647,43
G047,10.749070894165198,4.003964476950434,-6.745106417214765,3.1035572593095755,8.841133274369673,3.031413734848377,-5.809719539521296,43
G048,9.356835196811032,4.155200576105378,-5.201634620705653,2.035385369267144,7.995859020742699,3.5234384451532237,-4.472420575589476,43
G049,13.813325972499385,5.781432468815452,-8.031893503683932,2.354273669725163,10.495839256444786,4.348273654116754,-6.147565602328031,43
G051,11.48592280890463,5.494953380060645,-5.990969428843986,1.6846092418436582,9.16600866359899,4.649073660996913,-4.516935002602078,43
G054,15.190132255060712,5.089118235835699,-10.101014019225014,3.954593024061078,12.20532688324808,3.9689335918599853,-8.236393291388096,43
G056,8.65202991860228,4.567785764881517,-4.084244153720762,1.293884907245166,7.26018051998228,3.847354500673174,-3.4128260193091062,43
G060,12.56963409314192,2.8572697745775018,-9.712364318564418,9.176377010916312,10.843824798215556,2.470725584934597,-8.373099213280959,43
G063,11.401373766181463,4.686786262595153,-6.714587503586309,2.458925796507904,9.515892478271315,3.9741103468853423,-5.541782131385973,43
G067,9.885486561661159,4.45306651323532,-5.432420048425839,1.9640399248332925,7.878424403793024,3.723070433247764,-4.15535397054526,43
G073,13.42116049162089,5.157447964635399,-8.263712526985492,2.885949168419828,11.552398994777178,4.28423735863135,-7.2681616361458286,43
G078,13.069695803935144,4.653090595150053,-8.41660520878509,3.4447360301286216,10.698129096519366,3.5933826877155624,-7.104746408803804,43
G081,13.505430469280268,4.506749952870351,-8.998680516409918,3.990140610547418,11.298857301049782,3.7389774445432478,-7.559879856506535,43
G082,10.795000670343866,4.833785676546418,-5.961214993797448,1.993679130258506,9.322590887729898,3.946140892942693,-5.3764499947872055,43
G084,11.232863545293942,4.674183685286243,-6.5586798600076985,2.3876158719073763,9.241477518808608,3.9184443704216863,-5.323033148386922,43
G087,12.739197822064092,4.639217109067269,-8.099980712996823,3.270203331705293,10.067784858806515,3.6448274512878513,-6.422957407518664,43
G089,11.930503247416079,3.7121501951206786,-8.2183530522954,4.664597154549324,9.822023016310077,2.7997690217557123,-7.022253994554364,43
G091,11.100975804632826,3.8879936970895432,-7.212982107543283,3.576066042687554,9.472976869759488,3.2206322682857094,-6.252344601473779,43
G092,15.652815577266038,3.097080598470991,-12.555734978795048,12.271735797163945,12.949254923136934,2.6963872017021573,-10.252867721434777,43
G094,9.134088644923262,4.451540915835022,-4.68254772908824,1.6051338247786067,7.604658760356405,3.468414167001177,-4.136244593355228,43
G106,13.074061948522093,3.954405665793585,-9.119656282728508,4.965484183202981,10.397509799682826,3.2591527210509112,-7.138357078631914,43
G107,12.239534086405436,5.328457276089264,-6.911076810316173,2.1381336943198455,9.735855025308002,4.327742001558488,-5.408113023749514,43
G109,13.706807428636884,3.991199055972515,-9.715608372664368,5.39706412666748,11.55013174818053,3.39316510110129,-8.156966647079239,43
G114,12.622268195849621,4.876391475248779,-7.745876720600842,2.8500222003903035,9.764404854509616,3.67465401787931,-6.089750836630306,43
G116,10.52862175017741,5.261824766418609,-5.2667969837588,1.5018903677710291,8.520161320282247,4.456584819798259,-4.063576500483988,43
G117,14.051500944931798,4.924205572601425,-9.127295372330373,3.5713935812956548,11.69235107004901,4.09714008297225,-7.595210987076761,43
G118,9.79569754252445,4.067325914026477,-5.728371628497974,2.400165561595436,7.275444579160921,3.355789519152934,-3.919655060007987,43
G119,9.64093467560059,5.74234913823419,-3.8985855373664,0.90938321864548,8.708663285160942,4.801892528845087,-3.9067707563158542,43
G120,15.291819938971708,4.9573274572809485,-10.33449248169076,4.257657134392132,12.685570840537316,3.9136983827604013,-8.771872457776915,43
G124,13.603452833781859,4.5583330300892415,-9.045119803692618,3.9530360586797983,10.456280860124656,3.6569768456074656,-6.79930401451719,43
G130,11.994295522880536,6.334150367373502,-5.660145155507035,1.2928450503464028,9.981043770230707,5.113653770496009,-4.867389999734698,43
G132,10.486178584281749,4.279424566641578,-6.206754017640171,2.5021594365250404,8.779138638775777,3.832668619089353,-4.946470019686424,43
G139,10.13359733757418,3.69035646804793,-6.4432408695262495,3.270167574578444,8.830749939433066,3.025186027823562,-5.805563911609504,43
G143,11.901529972009389,4.333389494541723,-7.568140477467666,3.271552360139884,9.89054090709922,3.0987468045699496,-6.791794102529271,43
G144,9.18762683312001,3.48108402822869,-5.7065428048913205,2.982953577443724,7.34838982566759,2.8541318801097533,-4.4942579455578375,43
G152,11.565832602754918,4.570482313442354,-6.995350289312564,2.701840867511993,9.493702516499624,3.290806718820389,-6.202895797679235,43
G159,11.650992292317486,4.5081888920264594,-7.142803400291027,2.8395782587932623,10.003485126932151,3.6038978302903857,-6.399587296641766,43
G160,9.572354740736264,5.654274258587836,-3.9180804821484285,0.9330252204835323,7.561294630020093,4.736843329190049,-2.8244513008300443,43
G164,11.072838011271786,4.132682556734395,-6.940155454537391,3.0894160716698935,8.749826262205989,3.355251977013725,-5.394574285192264,43
G169,10.77198949723889,4.0321194936946725,-6.739870003544217,3.0685768897692123,8.166624054381833,3.007516753876776,-5.159107300505057,43
G170,13.23035136582138,4.405783031077786,-8.824568334743592,4.008857904152924,10.713232908999489,3.688904776044596,-7.024328132954892,43
G004,14.510918680144313,5.293541909415501,-9.217376770728812,3.2572241867750344,11.232971400989973,4.095039528433347,-7.137931872556626,44
G005,10.217030812290824,4.852192397948433,-5.364838414342391,1.7168861208242623,8.102749612934376,4.002884975458708,-4.099864637475668,44
G007,10.282335408993243,5.811100798782842,-4.4712346102104,1.0654410561884464,8.479452544247977,4.07603412622851,-4.403418418019466,44
G009,9.3616041032509,4.741907060865377,-4.619697042385522,1.4487874361392425,7.939977693065293,3.8362321860228867,-4.103745507042406,44
G010,11.39407570035895,4.41223106548642,-6.98184463487253,2.8343540255869053,8.77896843285249,3.7359793301657818,-5.042989102686709,44
G011,11.307187615583532,4.346938312009808,-6.960249303573724,2.883079836592217,8.516645091097203,3.6869080482100443,-4.829737042887158,44
G017,15.655798075505274,5.455715195109842,-10.200082880395431,3.617342975939263,11.48571555543607,4.555063601235547,-6.930651954200522,44
G019,11.051732844533257,3.9004783894673816,-7.151254455065875,3.5141630450293104,9.582441158640579,3.3616636656160126,-6.220777493024567,44
G020,13.524937831730119,4.601163782785436,-8.923774048944683,3.820213145543279,11.292773819334652,3.955025205470656,-7.337748613863996,44
G022,11.622480662289743,5.325124895113887,-6.297355767175856,1.8818152555097336,8.381564649032395,4.69297927866035,-3.688585370372045,44
G023,11.919189966222163,5.319766463798104,-6.599423502424059,2.0100267668566647,9.608045498114489,4.366785922886194,-5.241259575228295,44
G024,11.096832466939162,3.611973490791505,-7.484858976147657,4.219314874271871,9.798800369320652,2.880404419957179,-6.9183959493634735,44
G032,11.714784442805584,4.7171158514611395,-6.9976685913444445,2.5837951622552064,9.342547105491164,3.6972014009318173,-5.645345704559347,44
G034,12.919554339227357,4.383044859975581,-8.536509479251777,3.844234286215914,11.197089598027812,3.753958124286419,-7.443131473741394,44
G037,11.67456530637057,3.5268025994356034,-8.147762706934966,4.978846559049823,9.732925359537907,3.041393725067382,-6.691531634470525,44
G039,11.274683122595771,3.9760844369218127,-7.298598685673959,3.5203836368792567,9.913634186138564,3.1542659881934894,-6.759368197945075,44
G049,13.813325972499385,5.781432468815452,-8.031893503683932,2.354273669725163,10.495839256444786,4.348273654116754,-6.147565602328031,44
G050,14.158245758321138,5.8538515434126035,-8.304394214908534,2.4248627315147764,11.809235340496667,5.003721669664533,-6.805513670832133,44
G051,11.48592280890463,5.494953380060645,-5.990969428843986,1.6846092418436582,9.16600866359899,4.649073660996913,-4.516935002602078,44
G055,15.3556736989339,4.520476674087214,-10.835197024846686,5.2695147648769085,12.300334014371577,3.812052022242592,-8.488281992128986,44
G059,12.570650045514165,4.752443993251606,-7.81820605226256,2.9982549862805987,9.688031896533639,3.929372801296607,-5.758659095237032,44
G061,12.030320181104283,4.331538608627391,-7.698781572476892,3.356914369359124,9.054823420086839,3.627927522394478,-5.426895897692361,44
G062,11.602960727891638,5.165642524471828,-6.43731820341981,2.0226613405611222,9.462384582982796,4.111484752541618,-5.350899830441178,44
G067,9.885486561661159,4.45306651323532,-5.432420048425839,1.9640399248332925,7.878424403793024,3.723070433247764,-4.15535397054526,44
G070,12.451006990425899,5.034421563464021,-7.416585426961878,2.558297997818032,10.053740106283605,4.079747537139562,-5.973992569144043,44
G071,11.595672478053109,3.9805876175382124,-7.615084860514896,3.7429460453760357,9.275607120476476,3.250437626931037,-6.025169493545439,44
G074,12.821285459032545,3.976554596511394,-8.84473086252115,4.697796167341491,10.761546278658619,3.3773951414235057,-7.384151137235113,44
G075,9.99284166282775,4.604574266263935,-5.3882673965638155,1.8548814702779868,7.870637841397604,3.5250888020650857,-4.345549039332519,44
G077,11.88557480353069,4.364580521758529,-7.52099428177216,3.2078773785912524,9.735437850860631,3.494977706022044,-6.240460144838587,44
G078,13.069695803935144,4.653090595150053,-8.41660520878509,3.4447360301286216,10.698129096519366,3.5933826877155624,-7.104746408803804,44
G085,15.940344532634295,3.605680512788807,-12.334664019845489,9.272168048986696,12.566003913572649,2.7012224014780926,-9.864781512094556,44
G087,12.739197822064092,4.639217109067269,-8.099980712996823,3.270203331705293,10.067784858806515,3.6448274512878513,-6.422957407518664,44
G089,11.930503247416079,3.7121501951206786,-8.2183530522954,4.664597154549324,9.822023016310077,2.7997690217557123,-7.022253994554364,44
G092,15.652815577266038,3.097080598470991,-12.555734978795048,12.271735797163945,12.949254923136934,2.6963872017021573,-10.252867721434777,44
G097,13.451494317704174,4.7369528508298995,-8.714541466874275,3.531929645357795,10.822072120168754,3.591690962689431,-7.230381157479322,44
G106,13.074061948522093,3.954405665793585,-9.119656282728508,4.965484183202981,10.397509799682826,3.2591527210509112,-7.138357078631914,44
G109,13.706807428636884,3.991199055972515,-9.715608372664368,5.39706412666748,11.55013174818053,3.39316510110129,-8.156966647079239,44
G112,12.041991381759516,3.9553514301817727,-8.086639951577743,4.1344315902097835,9.040539819825346,2.8938310666066656,-6.146708753218681,44
G113,11.242214123089488,5.421905947830252,-5.820308175259235,1.6496598763887138,9.586851185796174,4.235064399678867,-5.351786786117307,44
G114,12.622268195849621,4.876391475248779,-7.745876720600842,2.8500222003903035,9.764404854509616,3.67465401787931,-6.089750836630306,44
G115,9.6672537281529,4.044407482530598,-5.622846245622302,2.356711798883855,7.227769174140813,3.0572846190580814,-4.170484555082732,44
G118,9.79569754252445,4.067325914026477,-5.728371628497974,2.400165561595436,7.275444579160921,3.355789519152934,-3.919655060007987,44
G119,9.64093467560059,5.74234913823419,-3.8985855373664,0.90938321864548,8.708663285160942,4.801892528845087,-3.9067707563158542,44
G122,11.899933897949317,3.6045956717693164,-8.29533822618,4.94936613500861,9.510651555641793,2.9983946976827824,-6.512256857959011,44
G124,13.603452833781859,4.5583330300892415,-9.045119803692618,3.9530360586797983,10.456280860124656,3.6569768456074656,-6.79930401451719,44
G134,12.800488332860427,3.4224772197689304,-9.378011113091496,6.494262831967118,10.806326908058852,2.8597693647543236,-7.946557543304528,44
G140,13.132804122670464,3.508072852842567,-9.624731269827898,6.507251901949716,10.251652752346196,2.849744827872378,-7.401907924473818,44
G141,13.021075201464605,3.556447570337794,-9.464627631126811,6.2024082451243965,11.15048572425176,3.1220295133523974,-8.028456210899364,44
G143,11.901529972009389,4.333389494541723,-7.568140477467666,3.271552360139884,9.89054090709922,3.0987468045699496,-6.791794102529271,44
G153,11.17885505210157,3.9352451702147206,-7.243609881886849,3.534791202517461,8.637744729795283,3.135315977514383,-5.502428752280901,44
G158,11.415703363149396,4.4448446437193665,-6.970858719430029,2.7980875671540932,8.705399135896036,3.8490924658812995,-4.856306670014736,44
G162,12.26693259173631,3.821591216709773,-8.445341375026537,4.651734838556096,9.588249965733096,2.79015701382648,-6.798092951906616,44
G173,10.676612055778355,5.523992781222803,-5.152619274555552,1.367801520741022,8.582950326792524,4.618980285708567,-3.9639700410839573,44
G001,11.565905185482464,4.1599083255522595,-7.405996859930204,3.365108946657733,10.193530170698455,3.503544697720398,-6.689985472978057,45
G005,10.217030812290824,4.852192397948433,-5.364838414342391,1.7168861208242623,8.102749612934376,4.002884975458708,-4.099864637475668,45
G010,11.39407570035895,4.41223106548642,-6.98184463487253,2.8343540255869053,8.77896843285249,3.7359793301657818,-5.042989102686709,45
G011,11.307187615583532,4.346938312009808,-6.960249303573724,2.883079836592217,8.516645091097203,3.6869080482100443,-4.829737042887158,45
G014,8.075797743017551,4.102724845343138,-3.973072897674413,1.4372964768671381,6.37074330969279,3.551502439449537,-2.8192408702432528,45
G017,15.655798075505274,5.455715195109842,-10.200082880395431,3.617342975939263,11.48571555543607,4.555063601235547,-6.930651954200522,45
G024,11.096832466939162,3.611973490791505,-7.484858976147657,4.219314874271871,9.798800369320652,2.880404419957179,-6.9183959493634735,45
G025,11.689360216052306,4.782016971532699,-6.907343244519606,2.487646856185484,10.093448074781197,3.8305496951182065,-6.262898379662991,45
G027,14.29259270721013,4.446718482427277,-9.845874224782852,4.665504795174132,11.84871342904598,3.572085331620972,-8.276628097425007,45
G028,10.992946889396277,5.227110718978586,-5.765836170417692,1.7114384954894748,7.817887787133529,4.183751065611449,-3.63413672152208,45
G029,16.47439442869807,4.240286179427642,-12.234108249270427,7.047421189959735,14.011004078833173,3.7652252167979947,-10.245778862035177,45
G032,11.714784442805584,4.7171158514611395,-6.9976685913444445,2.5837951622552064,9.342547105491164,3.6972014009318173,-5.645345704559347,45
G033,11.296066294958687,3.903647074951663,-7.392419220007024,3.6868111893319435,8.263083501844076,3.0676029749532105,-5.195480526890865,45
G035,12.96419615226443,4.241226819233642,-8.722969333030788,4.171734928581552,10.568791972873807,3.6157036137496616,-6.953088359124146,45
G037,11.67456530637057,3.5268025994356034,-8.147762706934966,4.978846559049823,9.732925359537907,3.041393725067382,-6.691531634470525,45
G040,10.766497243700668,4.285560682782022,-6.480936560918646,2.655757139398587,8.35909487494267,3.5457210819896945,-4.813373792952976,45
G041,12.142484700671151,4.510436331868968,-7.632048368802183,3.1236648274440273,10.307878572174303,3.5974213886468105,-6.710457183527493,45
G042,10.509872832634107,4.977147835400161,-5.532724997233946,1.7294813578299333,8.207523254652115,4.21318658518445,-3.994336669467665,45
G044,11.648736439413954,4.779001030499684,-6.86973540891427,2.4706630497523454,9.708321969663654,3.9311188971802125,-5.777203072483442,45
G045,8.656966119396069,4.285580802745764,-4.371385316650305,1.5402437874518644,7.301613196963968,3.567421820529725,-3.7341913764342434,45
G048,9.356835196811032,4.155200576105378,-5.201634620705653,2.035385369267144,7.995859020742699,3.5234384451532237,-4.472420575589476,45
G049,13.813325972499385,5.781432468815452,-8.031893503683932,2.354273669725163,10.495839256444786,4.348273654116754,-6.147565602328031,45
G050,14.158245758321138,5.8538515434126035,-8.304394214908534,2.4248627315147764,11.809235340496667,5.003721669664533,-6.805513670832133,45
G053,14.142491642878122,4.709712215635862,-9.43277942724226,4.008510907032633,11.456722297997667,3.798265987870033,-7.658456310127633,45
G060,12.56963409314192,2.8572697745775018,-9.712364318564418,9.176377010916312,10.843824798215556,2.470725584934597,-8.373099213280959,45
G067,9.885486561661159,4.45306651323532,-5.432420048425839,1.9640399248332925,7.878424403793024,3.723070433247764,-4.15535397054526,45
G068,12.126497306923104,4.306584826488407,-7.819912480434698,3.464375119555632,10.174599746049699,3.778781101154597,-6.395818644895102,45
G073,13.42116049162089,5.157447964635399,-8.263712526985492,2.885949168419828,11.552398994777178,4.28423735863135,-7.2681616361458286,45
G075,9.99284166282775,4.604574266263935,-5.3882673965638155,1.8548814702779868,7.870637841397604,3.5250888020650857,-4.345549039332519,45
G078,13.069695803935144,4.653090595150053,-8.41660520878509,3.4447360301286216,10.698129096519366,3.5933826877155624,-7.104746408803804,45
G080,13.109620399366229,4.5506954713398855,-8.558924928026343,3.649489687488098,10.381482341052056,3.927478840380478,-6.454003500671578,45
G084,11.232863545293942,4.674183685286243,-6.5586798600076985,2.3876158719073763,9.241477518808608,3.9184443704216863,-5.323033148386922,45
G088,12.11559650660421,6.000479080242578,-6.115117426361631,1.5383922290624936,8.310064825862707,4.136465201068229,-4.173599624794478,45
G090,10.66683481075847,4.070098327515321,-6.5967364832431485,2.9342455242621246,8.686947421277553,3.45258049963061,-5.234366921646943,45
G095,10.837831310772486,3.9618356865804087,-6.875995624192077,3.2416387882104982,8.818727539233038,3.090728026902422,-5.727999512330616,45
G104,11.404998444998167,4.285340697490432,-7.119657747507735,3.041520454240433,8.84858592505812,3.7171638388915524,-5.131422086166568,45
G107,12.239534086405436,5.328457276089264,-6.911076810316173,2.1381336943198455,9.735855025308002,4.327742001558488,-5.408113023749514,45
G114,12.622268195849621,4.876391475248779,-7.745876720600842,2.8500222003903035,9.764404854509616,3.67465401787931,-6.089750836630306,45
G121,13.080974315446829,3.3882715951938183,-9.69270272025301,6.952358868736454,11.101643433010913,2.578254982550381,-8.523388450460534,45
G126,12.043173980124553,5.344424257895833,-6.698749722228721,2.0389261692390095,9.39008590352461,4.414140396750776,-4.975945506773835,45
G129,11.539362204264828,4.222429129571907,-7.316933074692921,3.2342971851267515,8.798543701288676,3.1702801744982905,-5.628263526790385,45
G135,9.110759729792031,5.360865049547444,-3.749894680244587,0.9441404806691335,7.288707539385975,4.334801098705422,-2.9539064406805524,45
G142,8.39062817601614,4.645167698768548,-3.745460477247592,1.131383861490178,7.162590346688456,3.3789783411807677,-3.7836120055076887,45
G144,9.18762683312001,3.48108402822869,-5.7065428048913205,2.982953577443724,7.34838982566759,2.8541318801097533,-4.4942579455578375,45
G145,12.064034798305071,3.742867147398521,-8.32116765090655,4.69453100102327,8.946798607729955,2.9525422157922447,-5.99425639193771,45
G149,13.651565334901816,4.673902014348212,-8.977663320553603,3.7655565244556857,10.094863029436102,3.926008311910696,-6.168854717525406,45
G153,11.17885505210157,3.9352451702147206,-7.243609881886849,3.534791202517461,8.637744729795283,3.135315977514383,-5.502428752280901,45
G158,11.415703363149396,4.4448446437193665,-6.970858719430029,2.7980875671540932,8.705399135896036,3.8490924658812995,-4.856306670014736,45
G166,9.11073440688169,3.932309534648733,-5.1784248722329576,2.1839930351946095,7.781650456257955,3.187488830786093,-4.5941616254718625,45
G167,12.818966772878868,4.655282332415205,-8.163684440463662,3.291263744772525,10.886073939336587,4.047936273491637,-6.8381376658449495,45
G169,10.77198949723889,4.0321194936946725,-6.739870003544217,3.0685768897692123,8.166624054381833,3.007516753876776,-5.159107300505057,45
G171,13.37941122447424,6.7256498910746485,-6.653761333399591,1.4786796934861166,10.530110829414715,5.385218094854688,-5.1448927345600275,45
G173,10.676612055778355,5.523992781222803,-5.152619274555552,1.367801520741022,8.582950326792524,4.618980285708567,-3.9639700410839573,45
G001,11.565905185482464,4.1599083255522595,-7.405996859930204,3.365108946657733,10.193530170698455,3.503544697720398,-6.689985472978057,46
G002,11.0599904297841,4.521067906757151,-6.53892252302695,2.4922470414617406,8.109757879291013,3.5880044287713355,-4.521753450519678,46
G004,14.510918680144313,5.293541909415501,-9.217376770728812,3.2572241867750344,11.232971400989973,4.095039528433347,-7.137931872556626,46
G006,11.405063282030275,5.064012482070119,-6.341050799960156,2.0361554416437113,9.634213443534273,3.893487003392875,-5.740726440141398,46
