galaxy,logMbar,env_proxy,slope_tail
G0038,10.1281542435576,0.08541373031274263,0.8665616176446032
G0039,10.156868582066092,-0.1757001654749534,1.2385991715671658
G0040,10.18511600001604,-0.010188930175681522,1.0917675820099488
G0041,10.212911439837352,-0.15253220182309435,1.08762841488389
G0042,10.240269137958574,0.12838126807853523,0.9645501478525984
G0043,10.267202668594447,-0.15427954679692937,0.9205488812360172
G0044,10.293724984190499,-0.0710122138460707,0.8114995071840753
G0045,10.319848452826331,-0.021059243061047395,0.9524158098088856
G0046,10.34558489284797,-0.134905400466212,1.0577521861787789
G0047,10.370945604972047,-0.09205031093799139,0.870359629903404
G0048,10.395941402080052,-0.11112932083323349,0.6088851536079594
G0049,10.420582636899326,-0.09559309181318149,0.8775645833534457
G0050,10.444879227748098,-0.04260122120337031,0.7982414031622332
G0051,10.46884068250485,-0.027303016174742657,0.9387643719949483
G0052,10.49247612094693,0.09655245410901879,1.4545810530205365
G0053,10.515794295589826,-0.12340792136579705,1.1442829277242217
G0054,10.538803611146191,0.2176884731356032,1.2026215166471494
G0055,10.561512142712953,0.10644504463979756,1.0990326037798293
G0056,10.583927652784947,0.021458964338726304,1.010966847430786
G0057,10.606057607184791,-0.0787097176172774,1.0495152572089466
G0058,10.627909189990799,0.1054519008869029,0.9260927174780191
G0059,10.649489317537624,-0.03435360393545693,1.0002958430703417
G0060,10.670804651557892,-0.11037099294369901,0.8646568826298279
G0061,10.69186161152732,-0.008400043097010292,1.0408898113722396
G0062,10.712666386270552,0.05592345942165508,1.2338338996093328
G0063,10.733224944880195,-0.003124484011431441,1.036804818783057
G0064,10.753543046997295,0.1592544755121493,1.0591270814792046
G0065,10.773626252497499,0.01818331952082054,0.8843383507554272
G0066,10.7934799306237,0.09217762918631714,1.053068357687004
G0067,10.813109268602677,0.11216828098693779,1.0534712943717877
G0068,10.832519279780325,0.113632055101981,1.1491917050148948
G0069,10.8517148113074,0.11611830963384721,1.1813301815133073
G0070,10.870700551405246,0.05111208396230629,0.8442995538913289
G0071,10.889481036238765,0.11871553530014613,0.7948972903337344
G0072,10.908060656421819,0.011958333909746807,1.1134759200479543
G0073,10.926443663178416,-0.08215324233955457,1.1664370664693076
G0074,10.944634174181298,-0.010677294542683142,1.1983660572044823
G0075,10.962636179088005,-0.07509232899766874,1.099059078416062
G0076,10.980453544793004,0.05029123718662329,1.1095474079730983
G0077,10.998090020413224,0.030517446031000157,1.1180175722946837
G0078,11.015549242023026,0.07267902303554356,1.1334107239751705
G0079,11.032834737153594,0.11508225016724159,1.3486981796251911
G0080,11.049949929070696,0.10672006503079112,1.3338238213692246
G0081,11.066898140843714,0.003572484384502876,1.101899617410036
G0082,11.083682599218147,0.05067380153884143,0.998531422803896
G0083,11.100306438302777,-0.05972412698447718,1.2504432289639609
G0084,11.116772703082106,-0.15233693575297247,1.027560750863231
G0085,11.133084352763863,0.0014441251510861192,0.8354376610216733
G0086,11.149244263970823,-0.0475606308710287,0.644849599848959
G0087,11.165255233785519,0.006752367523105222,0.8624626171024106
G0088,11.181119982655925,-0.037630436250236286,1.0584019722104379
G0089,11.196841157169654,-0.040822602590184394,0.5411606209100438
G0090,11.212421332703752,0.10544362422944481,1.0415738423808778
G0091,11.227863015956704,0.1447867692623357,0.7878980205220483
G0092,11.243168647368915,-0.020102287385259873,1.0612146724393923
G0093,11.258340603437471,-0.055527720054695834,0.9819903789563249
G0094,11.273381198930698,-0.10625166874452943,0.7968786911759026
G0095,11.28829268900767,-0.13166279702126915,1.1581674557316375
G0096,11.303077271247526,0.07539422318258013,1.3368495456478457
G0097,11.317737087593148,-0.10185809724993149,1.227479931972116
G0098,11.332274226213524,-0.0908913396061872,0.9199541561810123
G0099,11.346690723288825,0.06748573163178781,1.281699456874378
G0100,11.360988564722017,-0.10515059388286017,1.1753432246177844
G0101,11.375169687780616,0.1734826176077445,0.9471419655989786
G0102,11.389235982671964,0.029337353950596556,0.990855582580738
G0103,11.40318929405525,-0.12249665890981738,0.7300347861998107
G0104,11.417031422493277,0.09463248688895158,0.9843145375466633
G0105,11.430764125846853,-0.07881044212052521,1.0902986321513872
G0106,11.444389120614499,0.034284363159676576,0.8639408876294487
G0107,11.45790808322002,-0.03359796796704675,0.8697380651641522
G0108,11.471322651250372,0.1065512261722337,1.1499773198125545
G0109,11.484634424646082,-0.09942444566065796,0.9656474743708419
G0110,11.497844966846424,0.1271254047604826,1.0952296444098193
G0111,11.510955805891369,-0.057301382658981895,1.1116255116904166
G0112,11.523968435482256,0.18463243939041732,0.9800817167383807
G0113,11.53688431600305,-0.08118812956387089,1.0033543889613261
G0114,11.549704875503895,-0.05567817570180444,0.7043550097348046
G0115,11.562431510648652,0.05010079385342745,1.0261909533672704
G0116,11.575065587627972,-0.07459057000877123,0.9013427828750249
G0117,11.587608443039406,-0.006721514386452726,1.057025419349133
G0118,11.600061384735977,-0.03244702365391253,1.0153649481803957
G0119,11.612425692644544,0.1042686033543003,0.9579985054023117
G0120,11.62470261955525,-0.12589871055508667,0.756503153413542
G0121,11.636893391883271,-0.011256834294902018,1.144650877622897
G0122,11.648999210404023,0.0769683415798726,0.8629914865266007
G0123,11.661021250962925,-0.0956933512394786,0.8864724295038557
G0124,11.672960665160772,-0.10714596281659246,0.9257816733129628
G0125,11.68481858101573,-0.08110299504549222,1.1228471938895637
G0126,11.696596103602854,-0.09014735270883655,1.0239515664915564
G0127,11.708294315672122,-0.14197479836724736,1.1021317978470855
G0128,11.71991427824575,0.25432172846117174,0.8377147692789318
G0129,11.731457031195703,0.016685732095149085,0.9944210468250541
G0130,11.742923593802114,0.021106489980194137,1.177729923102451
G0131,11.75431496529342,0.04827141434565822,0.8373239958949256
G0132,11.765632125368878,-0.060555622483491625,1.0090366322127602
G0133,11.776876034704191,-0.03917693947147238,1.0931382721907965
G0134,11.788047635440872,-0.106318860507217,1.077995640241208
G0135,11.79914785165996,0.07434135704277955,0.6495941908528706
G0136,11.810177589840716,-0.1746802186666818,0.7761426847378754
G0137,11.821137739304831,0.033750055052232844,0.739588624217089
G0138,11.832029172646724,-0.020169164427661642,0.7419123644758453
G0139,11.842852746150424,0.07072497165260781,0.8615798174813808
G0140,11.853609300193549,-0.11273057737391017,1.008097217311625
G0141,11.864299659638856,0.04327695931917324,0.9076686343845183
G0142,11.874924634213816,-0.025470299649583653,0.6342004377495664
G0143,11.88548501887865,0.035572759985608035,0.9023762815615898
G0144,11.895981594183246,-0.15589927022316186,1.0151096650327194
G0145,11.906415126613357,-0.04885714053910096,0.9251043355556078
G0146,11.916786368926477,-0.14764342402989702,0.8136169393140124
G0147,11.92709606047772,0.03303595047967748,0.9359930072002894
G0148,11.93734492753612,0.10813319830281254,1.0312487008353743
G0149,11.94753368359164,0.0325110126674545,1.5047149764643368
G0150,11.95766302965322,0.08224885930719994,1.2140141708698853
G0151,11.967733654538206,0.17967417075076492,0.9003195553532377
G0152,11.977746235153424,0.061982016044373416,1.0740281982156497
G0153,11.987701436768203,0.006653189624803764,0.7230244577977238
G0154,11.997599913279624,0.005056108565127215,1.2468079653471655
