galaxy,r_kpc,g_bar,g_obs,log_g_bar,log_g_obs
G0001,7.36842105263158,6.4607704472249906e-09,7.861691654045257e-09,-8.189715689276275,-8.10448399378644
G0001,8.131578947368421,5.854419822728148e-09,6.283654055214005e-09,-8.232516137358889,-8.201787732933033
G0001,8.894736842105264,5.3521175302455555e-09,6.238991943603031e-09,-8.27147435821171,-8.204885575172812
G0001,9.657894736842106,4.9291981613705655e-09,5.775034096866732e-09,-8.307223722186144,-8.238445447273506
G0001,10.421052631578949,4.568221528340902e-09,5.736471005984546e-09,-8.340252843859567,-8.241355197141152
G0001,11.18421052631579,4.256507588759994e-09,5.176631702319742e-09,-8.370946587984367,-8.285952732321602
G0001,11.947368421052632,3.984616134852417e-09,4.913665833779036e-09,-8.39961351079116,-8.308594382141761
G0001,12.710526315789474,3.745374172304342e-09,4.172019064326281e-09,-8.426504788685568,-8.379653715702652
G0001,13.473684210526317,3.533233838326166e-09,4.151891691237503e-09,-8.451827618909885,-8.381753984280845
G0001,14.23684210526316,3.3438368303567407e-09,4.2989592693471726e-09,-8.475754923040624,-8.366636669603059
G0001,15.0,3.1737117986368373e-09,4.3635504190875285e-09,-8.498432513606547,-8.360160001568465
G0002,0.5,1.0367058578533937e-07,1.0836749831948497e-07,-6.984344447498858,-6.965100952272039
G0002,1.263157894736842,4.103627354003017e-08,5.652859330338647e-08,-7.386832083921616,-7.2477318216896816
G0002,2.026315789473684,2.5581053635343482e-08,3.469024606875983e-08,-7.592081571718511,-7.45979261956049
G0002,2.7894736842105265,1.858246348982498e-08,2.3884172525760414e-08,-7.730896711810799,-7.6218898003811
G0002,3.5526315789473686,1.4590675036455169e-08,1.7832255554386084e-08,-7.835924615041035,-7.748793720600921
G0002,4.315789473684211,1.2010616645862487e-08,1.3853027094733489e-08,-7.920434694593727,-7.858455316354548
G0002,5.078947368421053,1.0205912590266571e-08,1.3985956550757953e-08,-7.991148155553803,-7.854307825287498
G0002,5.842105263157895,8.872707792438954e-09,1.2734798536983804e-08,-8.051943820996668,-7.895007921133683
G0002,6.605263157894737,7.847574222794613e-09,1.1101318601704522e-08,-8.105264568027067,-7.95462543315634
G0002,7.36842105263158,7.0347897497194565e-09,9.512332787684592e-09,-8.152748877888248,-8.021712964389481
G0002,8.131578947368421,6.3745667634998325e-09,7.862406060599134e-09,-8.195549325970864,-8.104444530431527
G0002,8.894736842105264,5.827636479057538e-09,6.124698916756891e-09,-8.234507546823684,-8.212915255862205
G0002,9.657894736842106,5.3671420433826916e-09,6.386613424920322e-09,-8.270256910798118,-8.194729370440553
G0002,10.421052631578949,4.974093762427898e-09,6.31665851862758e-09,-8.303286032471542,-8.199512600624125
G0002,11.18421052631579,4.634685011579878e-09,4.829530056536478e-09,-8.33397977659634,-8.316095126760391
G0002,11.947368421052632,4.338636850047241e-09,5.371145649908998e-09,-8.362646699403133,-8.26993307065669
G0002,12.710526315789474,4.0781389853446134e-09,5.065869197905452e-09,-8.389537977297541,-8.295346028000122
G0002,13.473684210526317,3.8471506443778284e-09,4.904275152133431e-09,-8.41486080752186,-8.309425171911133
G0002,14.23684210526316,3.64092630299713e-09,3.836383925537501e-09,-8.438788111652599,-8.416077937372322
G0002,15.0,3.455686192844645e-09,3.846199259457975e-09,-8.46146570221852,-8.41496822008677
G0003,0.5,1.1248978492332835e-07,1.281356811316949e-07,-6.9488869135779945,-6.892329918179983
G0003,1.263157894736842,4.4527206532150803e-08,4.69890038989488e-08,-7.351374550000752,-7.328003761314039
G0003,2.026315789473684,2.7757219656405696e-08,3.904188671286794e-08,-7.556624037797647,-7.408469203065065
G0003,2.7894736842105265,2.0163263335313567e-08,2.28282797178552e-08,-7.695439177889936,-7.641526814624186
G0003,3.5526315789473686,1.583189565587584e-08,1.9472632340943613e-08,-7.800467081120171,-7.710575335903067
G0003,4.315789473684211,1.3032353131361212e-08,1.5116141719358797e-08,-7.884977160672864,-7.820559045066283
G0003,5.078947368421053,1.107412390436911e-08,1.5353699673771206e-08,-7.9556906216329395,-7.813786958668572
G0003,5.842105263157895,9.627504115059631e-09,1.302458311360636e-08,-8.016486287075804,-7.88523616855495
G0003,6.605263157894737,8.515163002164296e-09,1.0789307668235934e-08,-8.069807034106203,-7.967006422370982
G0003,7.36842105263158,7.633235405511566e-09,7.195125654167015e-09,-8.117291343967384,-8.142961617233304
G0003,8.131578947368421,6.916847616644784e-09,8.277246064514173e-09,-8.16009179205,-8.082114133979326
G0003,8.894736842105264,6.323390276755143e-09,8.051316114275202e-09,-8.19905001290282,-8.094133121564086
G0003,9.657894736842106,5.823721835267679e-09,7.646524149939373e-09,-8.234799376877255,-8.116535935505551
G0003,10.421052631578949,5.397237155412218e-09,6.034396693534351e-09,-8.267828498550678,-8.219366143257806
G0003,11.18421052631579,5.0289550906899735e-09,7.127353898772591e-09,-8.298522242675476,-8.147071676383593
G0003,11.947368421052632,4.7077222765269575e-09,4.888836912455257e-09,-8.32718916548227,-8.310794450198246
G0003,12.710526315789474,4.4250640031951105e-09,4.925211430609487e-09,-8.354080443376677,-8.30757512127275
G0003,13.473684210526317,4.174425612389137e-09,5.4450985195662205e-09,-8.379403273600996,-8.263994258035499
G0003,14.23684210526316,3.950657880856263e-09,4.726266767376459e-09,-8.403330577731735,-8.325481768880156
G0003,15.0,3.749659497444278e-09,5.402473704048685e-09,-8.426008168297656,-8.267407338320583
G0004,0.5,1.2166895137307194e-07,1.475875441745561e-07,-6.914820234980434,-6.8309502937631255
G0004,1.263157894736842,4.8160626585174316e-08,5.3761223028976186e-08,-7.317307871403192,-7.269530859956206
G0004,2.026315789473684,3.00222087803684e-08,3.4404045738416714e-08,-7.5225573592000865,-7.463390483633237
G0004,2.7894736842105265,2.180858562347516e-08,2.320699579405833e-08,-7.661372499292375,-7.6343810764552575
G0004,3.5526315789473686,1.7123778341395313e-08,1.7864050124656244e-08,-7.766400402522611,-7.748020071350016
G0004,4.315789473684211,1.4095793146880284e-08,1.785526539910069e-08,-7.850910482075303,-7.748233690108091
G0004,5.078947368421053,1.1977772414965633e-08,1.5100002222794547e-08,-7.921623943035379,-7.821022988776543
G0004,5.842105263157895,1.04131084508485e-08,1.4053312259160284e-08,-7.982419608478243,-7.852221303777311
G0004,6.605263157894737,9.210000303140904e-09,1.0152529923478325e-08,-8.035740355508644,-7.993425721800263
G0004,7.36842105263158,8.25610741460131e-09,1.1558985167380208e-08,-8.083224665369825,-7.937080293558544
G0004,8.131578947368421,7.481262382162998e-09,8.65215434623477e-09,-8.126025113452439,-8.062875741761822
G0004,8.894736842105264,6.839378923338363e-09,9.474481740329904e-09,-8.16498333430526,-8.023444536871313
G0004,9.657894736842106,6.298937537025522e-09,7.177716636353072e-09,-8.200732698279694,-8.144013690847773
G0004,10.421052631578949,5.837651707293855e-09,6.447857453275847e-09,-8.233761819953116,-8.19058457231029
G0004,11.18421052631579,5.439317826090275e-09,6.638138294615905e-09,-8.264455564077917,-8.177953704027004
G0004,11.947368421052632,5.091872414291557e-09,6.703121375788218e-09,-8.293122486884709,-8.173722916611375
G0004,12.710526315789474,4.786149225855832e-09,5.789909802589255e-09,-8.320013764779118,-8.237328201824011
G0004,13.473684210526317,4.515058742360091e-09,5.064954484674108e-09,-8.345336595003436,-8.295424452997421
G0004,14.23684210526316,4.273031563934134e-09,4.4275514184703e-09,-8.369263899134173,-8.35383638651773
G0004,15.0,4.055631712435732e-09,4.1751724240363645e-09,-8.391941489700097,-8.379325584548933
G0005,0.5,1.312080851345702e-07,1.6415079713513837e-07,-6.882039402604095,-6.784757003945598
G0005,1.263157894736842,5.193653369910071e-08,6.809997840259818e-08,-7.284527039026853,-7.166853025820459
G0005,2.026315789473684,3.2376021007231605e-08,3.7912269567221826e-08,-7.489776526823748,-7.421220216338073
G0005,2.7894736842105265,2.3518430354309753e-08,2.5070919981807063e-08,-7.628591666916036,-7.600829729237176
G0005,3.5526315789473686,1.8466323093013583e-08,2.394489523794374e-08,-7.733619570146272,-7.620787058712519
G0005,4.315789473684211,1.5200936692419716e-08,1.58534859254659e-08,-7.818129649698964,-7.79987522860466
G0005,5.078947368421053,1.2916858122056133e-08,1.4300268597413344e-08,-7.88884311065904,-7.844655805242703
G0005,5.842105263157895,1.1229520799805556e-08,1.4211582204879561e-08,-7.949638776101905,-7.847357568476718
G0005,6.605263157894737,9.932086125724435e-09,9.313036272837909e-09,-8.002959523132304,-8.030908705531854
G0005,7.36842105263158,8.903405776988691e-09,1.1012780043710257e-08,-8.050443832993485,-7.958103034775883
G0005,8.131578947368421,8.067811060054478e-09,9.054027081639069e-09,-8.093244281076101,-8.043158210813948
G0005,8.894736842105264,7.375602418807198e-09,8.876699918891547e-09,-8.132202501928921,-8.05174846140531
G0005,9.657894736842106,6.792789148656222e-09,8.02555773267751e-09,-8.167951865903355,-8.09552477676639
G0005,10.421052631578949,6.295337418072811e-09,7.646693370719934e-09,-8.200980987576779,-8.116526324493202
G0005,11.18421052631579,5.865773217780785e-09,7.476225385838321e-09,-8.231674731701577,-8.126317614415942
G0005,11.947368421052632,5.491087263341042e-09,6.050664691942719e-09,-8.26034165450837,-8.21819691358119
G0005,12.710526315789474,5.161394653326777e-09,7.048664378400028e-09,-8.287232932402778,-8.151893167837425
G0005,13.473684210526317,4.8690500342906894e-09,6.225011622747336e-09,-8.312555762627097,-8.205859833358279
G0005,14.23684210526316,4.608047352230745e-09,5.9583900957380675e-09,-8.336483066757836,-8.224871066934925
G0005,15.0,4.373602837819006e-09,5.830842590033599e-09,-8.359160657323757,-8.234268682674745
G0006,0.5,1.4110718620782306e-07,1.814756470699106e-07,-6.850450868237632,-6.741181646400677
G0006,1.263157894736842,5.585492787392996e-08,7.222506047098132e-08,-7.252938504660389,-7.141312085867255
G0006,2.026315789473684,3.48186563369953e-08,4.1764742686623496e-08,-7.458187992457284,-7.37919018994647
G0006,2.7894736842105265,2.5292797527817336e-08,2.5967645404039365e-08,-7.597003132549573,-7.585567427898329
G0006,3.5526315789473686,1.9859529910730648e-08,2.332411328598721e-08,-7.702031035779808,-7.632194857863253
G0006,4.315789473684211,1.6347783767979497e-08,1.7992867711970392e-08,-7.786541115332501,-7.744899613072991
G0006,5.078947368421053,1.3891381025640611e-08,1.4268215853589093e-08,-7.857254576292576,-7.845630329154713
G0006,5.842105263157895,1.20767411619308e-08,1.4751062964153117e-08,-7.9180502417354415,-7.831176683222574
G0006,6.605263157894737,1.0681420469914892e-08,1.2003294610249871e-08,-7.97137098876584,-7.92069953439658
G0006,7.36842105263158,9.575130492673704e-09,1.0255322648803172e-08,-8.018855298627022,-7.989050671483765
G0006,8.131578947368421,8.676493650319216e-09,9.27992433343064e-09,-8.061655746709636,-8.032455564913413
G0006,8.894736842105264,7.932060763161651e-09,9.698101132047837e-09,-8.100613967562458,-8.013313291362863
G0006,9.657894736842106,7.305276670159776e-09,9.011489237690628e-09,-8.136363331536892,-8.045203431632928
G0006,10.421052631578949,6.7702942877490845e-09,9.161003974627364e-09,-8.169392453210314,-8.038056928433948
G0006,11.18421052631579,6.308321265761501e-09,7.499465100231722e-09,-8.200086197335114,-8.124969711581912
G0006,11.947368421052632,5.905366823675414e-09,7.781714783351231e-09,-8.228753120141906,-8.108924691071044
G0006,12.710526315789474,5.550800285607945e-09,7.56721512161236e-09,-8.255644398036315,-8.121063919686296
G0006,13.473684210526317,5.236399488180933e-09,6.971421293547244e-09,-8.280967228260634,-8.156678671397149
G0006,14.23684210526316,4.955705245746096e-09,4.586722207410033e-09,-8.304894532391373,-8.338497561904692
G0006,15.0,4.703572873594102e-09,6.308629485694079e-09,-8.327572122957294,-8.200064978544837
G0007,0.5,1.5136616634266337e-07,1.8636988878116852e-07,-6.819971188328361,-6.729624253959193
G0007,1.263157894736842,5.991577417730425e-08,7.438310772776568e-08,-7.2224588247511186,-7.128525680765633
G0007,2.026315789473684,3.7350092993644216e-08,4.613041334096548e-08,-7.427708312548013,-7.336012653978418
G0007,2.7894736842105265,2.7131671325571733e-08,3.354777119485918e-08,-7.566523452640302,-7.474336327653772
G0007,3.5526315789473686,2.130338637415262e-08,2.6177747589939945e-08,-7.6715513558705375,-7.582067724146716
G0007,4.315789473684211,1.75363241494549e-08,2.0134036609596627e-08,-7.75606143542323,-7.696069146048892
G0007,5.078947368421053,1.4901332437878773e-08,1.4526635481791974e-08,-7.826774896383306,-7.837834961124722
G0007,5.842105263157895,1.2954761984282e-08,1.5254840139338172e-08,-7.88757056182617,-7.816592339117417
G0007,6.605263157894737,1.1457996655420732e-08,1.2566188535914866e-08,-7.940891308856569,-7.900796428664865
G0007,7.36842105263158,1.0271275573252154e-08,1.3584185139969752e-08,-7.988375618717751,-7.8669664080247905
G0007,8.131578947368421,9.307304726571534e-09,1.0762491030909107e-08,-8.031176066800366,-7.968087197464264
G0007,8.894736842105264,8.508748995593503e-09,1.0214208343051598e-08,-8.070134287653186,-7.990795287922142
G0007,9.657894736842106,7.83639553272644e-09,8.553286942812097e-09,-8.105883651627622,-8.067866958160334
G0007,10.421052631578949,7.2625180820974835e-09,8.210024024734727e-09,-8.138912773301044,-8.085655572016435
G0007,11.18421052631579,6.766958024730832e-09,8.046624204098217e-09,-8.169606517425843,-8.094386280753008
G0007,11.947368421052632,6.3347074020057355e-09,6.462754455831156e-09,-8.198273440232635,-8.189582344232575
G0007,12.710526315789474,5.954362651160671e-09,7.3032797409448124e-09,-8.225164718127044,-8.136482064054986
G0007,13.473684210526317,5.617103829122272e-09,6.6162938987349676e-09,-8.250487548351362,-8.179385211471848
G0007,14.23684210526316,5.316002145121264e-09,5.600433270157905e-09,-8.274414852482101,-8.251778373072385
G0007,15.0,5.045538878088777e-09,4.652446240607124e-09,-8.297092443048022,-8.332318636476092
G0008,0.5,1.619852902895928e-07,2.02860343813556e-07,-6.790524421482745,-6.692802842795162
G0008,1.263157894736842,6.411917740629715e-08,7.407777351310325e-08,-7.193012057905503,-7.130312079316194
G0008,2.026315789473684,3.99703963052242e-08,4.509527016563415e-08,-7.398261545702398,-7.345869006873399
G0008,2.7894736842105265,2.9035099202851543e-08,3.375415342221198e-08,-7.537076685794686,-7.471672779948081
G0008,3.5526315789473686,2.2797929744461212e-08,3.2294281086011634e-08,-7.642104589024922,-7.490874378990573
G0008,4.315789473684211,1.8766588509160143e-08,2.223006886176725e-08,-7.726614668577613,-7.653059191991104
G0008,5.078947368421053,1.5946738422291518e-08,1.9149021068562964e-08,-7.79732812953769,-7.71785342302111
G0008,5.842105263157895,1.3863605925685871e-08,1.4141236955254881e-08,-7.858123794980554,-7.849512600486368
G0008,6.605263157894737,1.2261834723116587e-08,1.7101157561431836e-08,-7.911444542010954,-7.766974491623781
G0008,7.36842105263158,1.0991858983936654e-08,1.4313677092452916e-08,-7.958928851872135,-7.844248784421761
G0008,8.131578947368421,9.960260567968491e-09,1.3156319636564533e-08,-8.00172929995475,-7.880865583752024
G0008,8.894736842105264,9.105681998527404e-09,1.0891844149297024e-08,-8.040687520807571,-7.962898581579645
G0008,9.657894736842106,8.386159442785458e-09,1.0919646618445325e-08,-8.076436884782005,-7.961791416039936
G0008,10.421052631578949,7.772021503793593e-09,9.598810885288194e-09,-8.109466006455428,-8.01778256466295
G0008,11.18421052631579,7.24169533059356e-09,9.157810116600951e-09,-8.140159750580228,-8.038208365631137
G0008,11.947368421052632,6.779120078198817e-09,7.948028138222522e-09,-8.16882667338702,-8.099740604036663
G0008,12.710526315789474,6.372092164600959e-09,6.5089604517668325e-09,-8.195717951281429,-8.186488367209325
G0008,13.473684210526317,6.011172881840357e-09,7.911365617215299e-09,-8.221040781505748,-8.101748544463018
G0008,14.23684210526316,5.688947348433018e-09,5.525490009503927e-09,-8.244968085636485,-8.25762920198905
G0008,15.0,5.39950967631976e-09,6.274686022646874e-09,-8.267645676202408,-8.202408000849866
G0009,0.5,1.7296429329810958e-07,2.0172021975906885e-07,-6.762043543253524,-6.695250567381341
G0009,1.263157894736842,6.846503276383505e-08,7.322771114915862e-08,-7.164531179676283,-7.135324540229191
G0009,2.026315789473684,4.2679500943689394e-08,5.3971928811453916e-08,-7.369780667473178,-7.267832061141701
G0009,2.7894736842105265,3.1003033704378143e-08,3.617271616019824e-08,-7.508595807565466,-7.44161887943033
G0009,3.5526315789473686,2.4343122760474684e-08,2.7727713401135312e-08,-7.613623710795702,-7.557085943556468
G0009,4.315789473684211,2.0038546174780993e-08,2.5111649110950868e-08,-7.698133790348393,-7.600124765731177
G0009,5.078947368421053,1.7027572915357938e-08,1.9316373615055623e-08,-7.768847251308469,-7.714074403117011
G0009,5.842105263157895,1.4803250327315685e-08,2.0155716543939225e-08,-7.829642916751334,-7.695601757890622
G0009,6.605263157894737,1.3092914632127817e-08,1.6139433194297452e-08,-7.882963663781734,-7.792111721467194
G0009,7.36842105263158,1.1736862759514582e-08,1.3317564069397192e-08,-7.930447973642915,-7.875575205193125
G0009,8.131578947368421,1.0635344895353018e-08,1.0319126459173537e-08,-7.97324842172553,-7.986357065307421
G0009,8.894736842105264,9.722844889538704e-09,1.0110610540359926e-08,-8.01220664257835,-7.995222618266237
G0009,9.657894736842106,8.95455469390758e-09,1.185025321783266e-08,-8.047956006552784,-7.926272369490797
G0009,10.421052631578949,8.298791850161822e-09,9.829589529633051e-09,-8.080985128226208,-8.007464617339517
G0009,11.18421052631579,7.7325213474449e-09,8.946605799841379e-09,-8.111678872351007,-8.048341697866851
G0009,11.947368421052632,7.2385937723878475e-09,1.0091604754815241e-08,-8.140345795157799,-7.99603976728686
G0009,12.710526315789474,6.8039784113128e-09,7.094351394077931e-09,-8.167237073052208,-8.149087304061215
G0009,13.473684210526317,6.418596821609535e-09,7.2002316401288685e-09,-8.192559903276527,-8.142653531567131
G0009,14.23684210526316,6.074531557604588e-09,6.893871702525e-09,-8.216487207407265,-8.16153680323209
G0009,15.0,5.7654764432703194e-09,7.272008550960337e-09,-8.239164797973187,-8.138345619110524
G0010,0.5,1.8430326361838117e-07,2.050917499158633e-07,-6.734466974282258,-6.6880518093443575
G0010,1.263157894736842,7.295337518227588e-08,8.160352140376098e-08,-7.136954610705016,-7.088291099907607
G0010,2.026315789473684,4.5477428685055096e-08,4.5798308961721655e-08,-7.34220409850191,-7.339150557414282
G0010,2.7894736842105265,3.3035490648577755e-08,4.2248677243601464e-08,-7.481019238594199,-7.374186883750919
G0010,3.5526315789473686,2.593897784258697e-08,3.341926356021981e-08,-7.586047141824435,-7.476003124617874
G0010,4.315789473684211,2.135220737042221e-08,2.422281580372133e-08,-7.670557221377127,-7.615775373292981
G0010,5.078947368421053,1.814384460491835e-08,2.1954081555159742e-08,-7.741270682337203,-7.658484726806889
G0010,5.842105263157895,1.5773702742113703e-08,1.642931235879612e-08,-7.802066347780068,-7.7843806133774756
G0010,6.605263157894737,1.3951243062745982e-08,1.5834259561998775e-08,-7.855387094810467,-7.800402240195861
G0010,7.36842105263158,1.2506292888390148e-08,1.70106833014024e-08,-7.902871404671648,-7.7692782408807695
G0010,8.131578947368421,1.1332563135110814e-08,1.3674893359614783e-08,-7.945671852754264,-7.864076051722972
G0010,8.894736842105264,1.0360242629435623e-08,1.5347732794773873e-08,-7.984630073607083,-7.813955770508737
G0010,9.657894736842106,9.541585854902564e-09,1.048246027952632e-08,-8.020379437581518,-7.979536774563814
G0010,10.421052631578949,8.842833355427378e-09,1.1146928016087769e-08,-8.053408559254942,-7.952844803421508
G0010,11.18421052631579,8.239440020586452e-09,9.618031980975765e-09,-8.08410230337974,-8.016913783184627
G0010,11.947368421052632,7.713132177861767e-09,9.709206874903897e-09,-8.112769226186533,-8.012816245264087
G0010,12.710526315789474,7.250024862834868e-09,8.624764719668144e-09,-8.139660504080942,-8.064252743482925
G0010,13.473684210526317,6.839378923338362e-09,7.691599528979801e-09,-8.16498333430526,-8.113983335832659
G0010,14.23684210526316,6.472757871994901e-09,7.051613746730899e-09,-8.188910638435999,-8.15171148427083
G0010,15.0,6.143442120612704e-09,9.727892013267737e-09,-8.21158822900192,-8.011981259031685
G0011,0.5,1.960021706026487e-07,2.3153485904162297e-07,-6.707739119074478,-6.63538361393449
G0011,1.263157894736842,7.75841925302151e-08,7.467496036821647e-08,-7.110226755497237,-7.126824999214219
G0011,2.026315789473684,4.836417196688734e-08,5.3902584432952066e-08,-7.315476243294132,-7.268390411472596
G0011,2.7894736842105265,3.51324645419842e-08,4.4708327786572974e-08,-7.45429138338642,-7.349611573626607
G0011,3.5526315789473686,2.758549067740981e-08,3.121839989806528e-08,-7.559319286616656,-7.505589360506446
G0011,4.315789473684211,2.2707568545428813e-08,3.0835596486941536e-08,-7.6438293661693475,-7.510947646119413
G0011,5.078947368421053,1.929555047383588e-08,2.5331215615241603e-08,-7.714542827129423,-7.5963439684280125
G0011,5.842105263157895,1.6774960547073534e-08,1.9667142724002043e-08,-7.775338492572288,-7.706258730539982
G0011,6.605263157894737,1.4836817695021214e-08,1.6838669279048393e-08,-7.828659239602688,-7.773692232765209
G0011,7.36842105263158,1.3300147290894016e-08,1.428253262236532e-08,-7.876143549463869,-7.845194775305427
G0011,8.131578947368421,1.2051913402751861e-08,1.3360822834084253e-08,-7.918943997546484,-7.874166794757314
G0011,8.894736842105264,1.1017873495415162e-08,1.1255436857742009e-08,-7.957902218399305,-7.948637644046421
G0011,9.657894736842106,1.0147251339101702e-08,1.3578797791489869e-08,-7.993651582373739,-7.867138678924013
G0011,10.421052631578949,9.40414454911698e-09,1.3047095840534303e-08,-8.026680704047163,-7.884486147390252
G0011,11.18421052631579,8.762449979883119e-09,9.16230582686133e-09,-8.057374448171961,-8.037995216085191
G0011,11.947368421052632,8.20273401200512e-09,8.645323908199689e-09,-8.086041370978753,-8.063218730682886
G0011,12.710526315789474,7.710230313561748e-09,7.627332319498144e-09,-8.112932648873162,-8.11762733118043
G0011,13.473684210526317,7.273518049707665e-09,7.84447066786002e-09,-8.13825547909748,-8.10543635657462
G0011,14.23684210526316,6.883625215250138e-09,5.846903942928889e-09,-8.16218278322822,-8.233074041000856
G0011,15.0,6.5334056867549565e-09,6.9147919757884906e-09,-8.184860373794141,-8.160220880648827
G0012,0.5,2.080611061941881e-07,2.808570472722525e-07,-6.68180909683756,-6.551514674322811
G0012,1.263157894736842,8.235752120186612e-08,9.468488442578359e-08,-7.0842967332603175,-7.023719346597941
G0012,2.026315789473684,5.1339753476487974e-08,6.645350039580507e-08,-7.289546221057212,-7.177482137933528
G0012,2.7894736842105265,3.729397186499597e-08,4.2253246667902334e-08,-7.428361361149501,-7.374139914979809
G0012,3.5526315789473686,2.9282674205107953e-08,4.126826063518718e-08,-7.533389264379736,-7.384383835277155
G0012,4.315789473684211,2.4104640351765693e-08,2.9270542999050596e-08,-7.617899343932429,-7.533569220876629
G0012,5.078947368421053,2.04826995735211e-08,2.3461596702675586e-08,-7.688612804892505,-7.629642434864805
G0012,5.842105263157895,1.7807031611214295e-08,2.695497899076586e-08,-7.74940847033537,-7.569361002332767
G0012,6.605263157894737,1.5749645488803078e-08,1.8146153962911993e-08,-7.802729217365769,-7.741215408626852
G0012,7.36842105263158,1.4118432206034188e-08,1.4817743648108361e-08,-7.85021352722695,-7.829217922927546
G0012,8.131578947368421,1.279340135174619e-08,1.5539316052910048e-08,-7.893013975309565,-7.808568100141528
G0012,8.894736842105264,1.169574265588631e-08,1.3869492894387551e-08,-7.931972196162385,-7.857939417599774
G0012,9.657894736842106,1.0771555906511095e-08,1.4227119929882245e-08,-7.96772156013682,-7.846883007516133
G0012,10.421052631578949,9.982729842650436e-09,1.0814157360315149e-08,-8.000750681810244,-7.966007315154392
G0012,11.18421052631579,9.301555335740171e-09,1.1982300516677671e-08,-8.031444425935042,-7.92145979248241
G0012,11.947368421052632,8.707403122664257e-09,1.1268763693962128e-08,-8.060111348741835,-7.948123728172362
G0012,12.710526315789474,8.184598380309675e-09,9.103869156967932e-09,-8.087002626636243,-8.040773992690564
G0012,13.473684210526317,7.721017612674947e-09,9.342354995377732e-09,-8.112325456860562,-8.029543634200403
G0012,14.23684210526316,7.307136816431742e-09,7.991317838504257e-09,-8.136252760991301,-8.097381595805317
G0012,15.0,6.935370206472936e-09,1.0306774830261888e-08,-8.158930351557222,-7.986877211781972
G0013,0.5,2.204798741512405e-07,2.443196893684935e-07,-6.656631047665417,-6.612041532455447
G0013,1.263157894736842,8.727328351819936e-08,9.924290091721381e-08,-7.059118684088175,-7.003300549579945
G0013,2.026315789473684,5.440412479056584e-08,5.8047727311107744e-08,-7.26436817188507,-7.236214779122076
G0013,2.7894736842105265,3.9519977442203485e-08,4.543331735332897e-08,-7.403183311977359,-7.342625551636909
