logM,log_gbar,log_j,hinge,residual_dex
-5.483551677156888,-7.453316612427447,-2.2568986903733785,0.0,-0.015128171225148535
-5.450522555483465,-7.486345734100869,-2.200628883045949,0.0,0.03135320008286513
-5.4198288113586655,-7.517039478225668,-2.202646738680345,0.0,-0.03406999943552602
-5.391161888551873,-7.545706401032461,-2.1711803829360288,0.0,-0.028471133560477924
-5.364270610657465,-7.572597678926869,-2.1245313260937184,0.0,0.011044424335326042
-5.338947780433146,-7.597920509151187,-2.1124425914073237,0.0,-0.015423766740521927
-5.315020476302408,-7.621847813281926,-2.083501811832265,0.0,-0.005396815851882231
-5.292342885736486,-7.644525403847848,-2.0628551723583985,0.0,-0.009458718035992852
-6.756866947439459,-6.154806956111496,-3.5234619224497727,0.0,0.010973098203894693
-6.3543793110167,-6.557294592534254,-3.107928532444447,0.0,0.03706460536902956
-6.1491298232198055,-6.762544080331149,-2.9187929308204072,0.0,0.00483683302331972
-6.010314683127517,-6.901359220423438,-2.7731338404089145,0.0,0.01852473366172891
-5.905286779897281,-7.006387123653673,-2.7024919188254692,0.0,-0.0502472296318528
-5.82077670034459,-7.0908972032063655,-2.592179857109028,0.0,0.0013567346956468995
-5.750063239384514,-7.161610664166441,-2.5315262344713654,0.0,-0.0187629419491806
-5.689267573941649,-7.222406329609306,-2.4755684213251214,0.0,-0.028438646542421786
-5.635946826911249,-7.275727076639706,-2.4178573851384497,0.0,-0.01965806822987748
-5.588462517050068,-7.323211386500887,-2.363452615155421,0.0,-0.005817147986181936
-5.545662068967453,-7.366011834583502,-2.3051566669642156,0.0,0.02517385223099744
-5.506703848114633,-7.404970055436322,-2.294400407838605,0.0,-0.031230071223422584
-5.470954484140198,-7.440719419410756,-2.2413656203949897,0.0,0.0033407757149399586
-5.437925362466776,-7.47374854108418,-2.214813172357301,0.0,-0.00961257155652806
-5.407231618341976,-7.504442285208979,-2.1821403210816053,0.0,-0.005654357254735842
-5.378564695535184,-7.533109208015771,-2.13700289017185,0.0,0.027286658951190645
-5.351673417640775,-7.560000485910179,-2.1157930979100623,0.0,0.015923687685948984
-5.3263505874164565,-7.585323316134498,-2.080742474098323,0.0,0.03537927486078907
-5.302423283285718,-7.609250620265237,-2.075152510839004,0.0,-0.0012954068820496545
-5.279745692719796,-7.631928210831159,-2.0593261011968265,0.0,-0.014997768729537952
-6.738160199644289,-6.136100208316327,-3.5204195194046792,0.0,-0.0016488435010879599
-6.335672563221531,-6.5385878447390855,-3.112236978332262,0.0,0.009740965798230583
-6.130423075424637,-6.74383733253598,-2.907787997138372,0.0,0.008139952592221
-5.991607935332348,-6.882652472628268,-2.7845757566921803,0.0,-0.023065846699972248
-5.8865800321021124,-6.987680375858504,-2.6649924908512457,0.0,0.006044878521425545
-5.80206995254942,-7.072190455411196,-2.578807504152402,0.0,0.009394692813728511
-5.731356491589344,-7.142903916371272,-2.4811628690714826,0.0,0.06325704105541519
-5.670560826146479,-7.203699581814137,-2.4277369650380556,0.0,0.04851751823654027
-5.61724007911608,-7.257020328844536,-2.407305480322293,0.0,-0.01726100639273387
-5.569755769254899,-7.304504638705717,-2.3527966305982226,0.0,-0.003211926666955023
-5.5269553211722835,-7.3473050867883325,-2.3247252087315093,0.0,-0.03266997909875968
-5.487997100319464,-7.386263307641153,-2.274789262863634,0.0,-0.01071452906864856
-5.452247736345029,-7.422012671615588,-2.227926122352959,0.0,0.011513024003832584
-5.419218614671606,-7.45504179328901,-2.184250277688689,0.0,0.03280646998552594
-5.3885248705468065,-7.4857355374138095,-2.177039206264311,0.0,-0.01415887541531724
-5.359857947740014,-7.514402460220602,-2.147438800023354,0.0,-0.012291908546987251
-5.332966669845606,-7.5412937381150105,-2.139536541990112,0.0,-0.05026994826931919
-5.307643839621288,-7.566616568339329,-2.0891516316540626,0.0,-0.00014578804585863026
-5.28371653549055,-7.590543872470068,-2.0764076038469654,0.0,-0.02251234069314112
-5.261038944924627,-7.613221463035989,-2.0470707755687982,0.0,-0.00919386526865118
-6.71609823754707,-6.114038246219107,-3.5185174734309155,0.0,-0.019906713650780006
-6.313610601124311,-6.516525882641865,-3.106556319545652,0.0,-0.0009596787257697414
-6.108361113327416,-6.72177537043876,-2.92169664077632,0.0,-0.04173929678089472
-5.969545973235127,-6.860590510531048,-2.7792487443368685,0.0,-0.03447378408657009
-5.864518070004892,-6.965618413761284,-2.6316234009618515,0.0,0.05072109620299248
-5.7800079904522,-7.050128493313975,-2.5874810580766052,0.0,-0.030014377131897696
-5.709294529492124,-7.120841954274051,-2.5144136251485607,0.0,-0.025306433195961375
-5.648498864049259,-7.181637619716916,-2.4189150254535945,0.0,0.04409943530824201
-5.595178117018859,-7.234958366747316,-2.3536173298380993,0.0,0.06805333247843315
-5.547693807157678,-7.282442676608497,-2.353734773585958,0.0,-0.027150174739646538
-5.504893359075064,-7.325243124691113,-2.301132282950908,0.0,-0.007546089634776543
-5.465935138222243,-7.364201345543933,-2.2536934150563557,0.0,0.00941520444868793
-5.430185774247809,-7.399950709518367,-2.2018339664879214,0.0,0.041635373636687234
-5.397156652574386,-7.4329798311917905,-2.200924136501578,0.0,-0.022603209737471985
-5.366462908449586,-7.463673575316589,-2.161220679850149,0.0,-0.004583784684213832
-5.337795985642795,-7.492340498123382,-2.1204284736535177,0.0,0.019666782095465685
-5.310904707748386,-7.51923177601779,-2.09756151905341,0.0,0.011618135506863858
-5.285581877524067,-7.544554606242109,-2.081916213441514,0.0,-0.007736913717981686
-5.261654573393329,-7.568481910372848,-2.0550742521512193,0.0,-0.0019075993988693085
-5.238976982827406,-7.591159500938769,-2.0475344487772924,0.0,-0.03218317378285995
-6.6906506302000155,-6.088590638872053,-3.5011630373810103,0.0,-0.01064544889802388
-6.288162993777258,-6.491078275294812,-3.099007287789587,0.0,-0.011309222560693222
-6.082913505980363,-6.696327763091706,-2.8879301522992615,0.0,0.00034607282616860857
-5.944098365888074,-6.8351429031839945,-2.758356224666999,0.0,-0.01813635209388309
-5.839070462657839,-6.940170806414231,-2.6413166682875184,0.0,0.005886954204605388
-5.754560383105146,-7.024680885966922,-2.5506074203898645,0.0,0.01828529089452946
-5.6838469221450705,-7.095394346926998,-2.4897555142252754,0.0,-0.001437818696443216
-5.623051256702206,-7.156190012369863,-2.4266816054425546,0.0,0.0031186679832684305
-5.569730509671807,-7.2095107594002625,-2.376830673855465,0.0,-0.0038209629033518766
-5.522246199810626,-7.2569950692614436,-2.3299659730527833,0.0,-0.005060181020350107
-5.47944575172801,-7.299795517344059,-2.295679706299334,0.0,-0.022088543678682626
-5.44048753087519,-7.338753738196879,-2.244526193516724,0.0,0.0023020401808979685
-5.4047381669007555,-7.374503102171314,-2.2135970608049105,0.0,-0.007338422344344231
-5.371709045227332,-7.407532223844736,-2.1556380934144457,0.0,0.042521269089738745
-5.341015301102533,-7.438225967969536,-2.1307322113121514,0.0,0.030945545044728462
-5.312348378295741,-7.466892890776328,-2.115584348827057,0.0,0.0039074244013326265
-5.285457100401333,-7.493784168670737,-2.1021857889081748,0.0,-0.023078011549719335
-5.260134270177014,-7.519106998895055,-2.0810502931102395,0.0,-0.031452680402486166
-5.236206966046275,-7.543034303025793,-2.030229371042681,0.0,0.022334555471153372
-5.213529375480353,-7.565711893591716,-2.01819111186865,0.0,0.0010558926873711627
-6.681967819938441,-6.079907828610478,-3.483575395526219,0.0,0.015847024549984212
-6.279480183515682,-6.482395465033236,-3.106965570611844,0.0,-0.03590859846678285
-6.0742306957187875,-6.687644952830131,-2.8708165048661267,0.0,0.02589055743086277
-5.9354155556264985,-6.826460092922419,-2.7373136964724,0.0,0.015265894033738903
-5.830387652396263,-6.931487996152655,-2.650338161111363,0.0,-0.020838841704659217
-5.745877572843572,-7.0159980757053475,-2.558366696116421,0.0,-0.0059160708201577705
-5.675164111883495,-7.0867115366654225,-2.4792225014925933,0.0,0.010945396507344718
-5.614368446440631,-7.1475072021082875,-2.420832452098428,0.0,0.006134164409946408
-5.561047699410231,-7.200827949138687,-2.371465102391571,0.0,-0.0017726302371388059
-5.51356338954905,-7.248312258999868,-2.321811924043663,0.0,0.002565106736314604
-5.470762941466435,-7.291112707082484,-2.280717416729342,0.0,-0.0008467748002729536
-5.431804720613615,-7.330070927935304,-2.2371272241366684,0.0,0.008417168679432763
-5.39605535663918,-7.365820291909738,-2.186610342163558,0.0,0.03795220467678462
-5.363026234965758,-7.398849413583162,-2.2004779978655833,0.0,-0.05584135007411106
-5.332332490840958,-7.429543157707961,-2.142112868973537,0.0,-0.0004985805396175991
-5.303665568034166,-7.458210080514753,-2.10871538850591,0.0,0.008962534782052778
-5.276774290139757,-7.485101358409161,-2.0804662982141693,0.0,0.01167815957671614
-5.2514514599154385,-7.51042418863348,-2.062788761825712,0.0,-0.0036124280950060594
-5.2275241557847,-7.534351492764219,-2.0551550199326107,0.0,-0.03619955257028096
-5.204846565218777,-7.55702908333014,-2.008175621545791,0.0,0.012404063071514315
-6.651602442473284,-6.049542451145322,-3.4609657155314713,0.0,0.030701007074322995
-6.249114806050526,-6.4520300875680805,-3.0949232642237954,0.0,-0.042189363155840987
-6.043865318253632,-6.657279575364975,-2.8625850031064806,0.0,0.011988183484999304
-5.905050178161343,-6.796094715457263,-2.737029768984483,0.0,-0.014531628455583423
-5.800022274931107,-6.9011226186874985,-2.6289949870862923,0.0,-0.008517871119673615
-5.715512195378415,-6.985632698240191,-2.5557496390898145,0.0,-0.031047334232101598
-5.644798734418339,-7.056346159200267,-2.476845304452408,0.0,-0.014665586877439907
-5.584003068975475,-7.117141824643132,-2.3979710803263834,0.0,0.02149153048887964
-5.530682321945076,-7.170462571673531,-2.352492587304447,0.0,0.005807022471953083
-5.483198012083895,-7.217946881534712,-2.29250810580743,0.0,0.03080736574362497
-5.4403975640012785,-7.2607473296173275,-2.2556961590066207,0.0,0.018830363180012633
-5.401439343148459,-7.299705550470148,-2.224836201070106,0.0,0.0026338373474024124
-5.365689979174024,-7.335454914444583,-2.1748755165595934,0.0,0.03105647841955861
-5.332660857500601,-7.368484036118005,-2.1560587508159106,0.0,0.0026317665600776863
-5.3019671133758015,-7.3991777802428045,-2.1210795198352184,0.0,0.011202740271863298
-5.273300190569009,-7.427844703049597,-2.1049190940763878,0.0,-0.01381025382405987
-5.246408912674601,-7.4547359809440055,-2.073950001857459,0.0,-0.005654625175018246
-5.221086082450283,-7.480058811168324,-2.0572514934536663,0.0,-0.022903268816071076
-5.197158778319544,-7.503986115299062,-2.0145032719555287,0.0,0.014738565918726465
-5.174481187753622,-7.526663705864984,-2.0161643311123507,0.0,-0.03393873352676113
-6.6382153131369,-6.036155321808938,-3.4624358762236724,0.0,0.014373556353536543
-6.235727676714141,-6.4386429582316955,-3.070541644773528,0.0,-0.006813253591690938
-6.030478188917247,-6.64389244602859,-2.850535934065036,0.0,0.02269919223150385
-5.891663048824958,-6.782707586120878,-2.716222346019398,0.0,0.013696088138201112
-5.7866351455947225,-6.8877354893511145,-2.5998293420267373,0.0,0.03642628966305228
-5.70212506604203,-6.972245568903806,-2.526900712742604,0.0,0.013263389125934388
-5.631411605081954,-7.042959029863882,-2.48172342544197,0.0,-0.03780895819294994
-5.57061593963909,-7.103754695306747,-2.4040687417034228,0.0,-0.0040909216015840855
-5.517295192608691,-7.157075442337146,-2.363061857331943,0.0,-0.028718646919423385
-5.46981088274751,-7.204559752198327,-2.3082508136559685,0.0,-0.014065179289836749
-5.427010434664894,-7.247360200280943,-2.2434613655210534,0.0,0.029912820814763208
-5.388052213812074,-7.286318421133763,-2.2138331709249277,0.0,0.01125276830137345
-5.352302849837639,-7.322067785108198,-2.19275511767433,0.0,-0.018089853146300072
-5.319273728164217,-7.355096906781621,-2.1632549652296156,0.0,-0.025147791603716385
-5.2885799840394165,-7.3857906509064195,-2.120938401800745,0.0,-0.001902152995574724
-5.259913061232625,-7.414457573713213,-2.106183586919991,0.0,-0.029726368847650342
